Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
GRHL1	0.202982	-0.771884	0.001	0.2	0.750923	-1.16543	1	0.750923	0.8427	0.7271	0.7271	67	4	7
ATP6V0A4	0.00501725	0.297055	0.0312304	0.2	0.000296392	-0.0223675	1	0.000296392	0.8431	1	1	16	3	5
PLXDC2	0.017433	-0.199235	0.001	0.2	0.00701983	-0.0811172	1	0.00701983	0.8434	1	1	68	5	15
OBSCN	0.0611365	-0.544496	0.001	0.2	0.225139	-0.703573	1	0.225139	0.8435	0.7559	0.7559	26	2	5
NEDD4	0.01659	-0.273565	0.001	0.2	0.0976672	-0.347596	1	0.0976672	0.8436	0.8062	0.8062	10	3	9
VRK2	0.0467842	0.430427	0.001	0.2	0.0986231	0.321901	1	0.0986231	0.8436	0.8706	0.8579	29	3	8
NSUN7	0.0122506	-0.271029	0.001	0.2	0.00261057	-0.0303363	1	0.00261057	0.8437	0.9618	0.9726	6	2	26
FRK	0.0671827	-0.540886	0.001	0.2	0.253954	-0.731918	1	0.253954	0.8438	0.8438	0.8438	10	3	6
CACNA2D1	0.0266713	-0.31728	0.001	0.2	0.00753795	0.0589118	1	0.00753795	0.8448	1	1	39	4	23
CTNS	0.00688578	-0.0236347	0.133129	0.2	-0.0569916	-1.18194	0.262862	0.294287	0.845	0.987	0.5062	6	2	85
"LIX1L,NBPF10,NBPF19,NBPF20"	0.00529862	-0.233308	0.001	0.2	0.0274301	-0.0959535	1	0.0274301	0.8452	0.8452	0.8452	3	1	28
PTPN1	0.105055	-0.751054	0.001	0.2	0.363855	-0.856975	1	0.363855	0.8454	0.863	0.863	10	3	6
DNAJC15	0.00887533	0.298693	0.001	0.2	0.0440301	0.11508	1	0.0440301	0.8461	0.8461	0.8461	8	1	31
SUCLG2	0.0741576	-0.501983	0.001	0.2	0.0349604	-0.157967	1	0.0349604	0.8461	0.954	0.921	46	5	13
AP3S1	0.025517	-0.36747	0.001	0.2	0.0369272	-0.22544	1	0.0369272	0.8467	0.9197	0.8658	4	2	7
NDUFAF2	0.0106719	0.224531	0.001	0.2	0.0108505	0.074728	1	0.0108505	0.847	1	1	13	3	17
LIX1L	0.01183	-0.342922	0.001	0.2	0.0595427	-0.139757	1	0.0595427	0.8472	0.8472	0.8472	1	1	29
SPINT4	0.00448728	-0.215579	0.001	0.2	0.0231979	-0.041852	1	0.0231979	0.8478	0.8478	0.8478	2	1	131
LAPTM4A	0.0243759	-0.468984	0.001	0.2	0.165298	-0.333547	1	0.165298	0.8479	0.7131	0.7094	9	3	15
CRYZL1	0.0239951	0.490083	0.001	0.2	0.000295923	-0.022639	1	0.000295923	0.8479	1	1	5	2	5
DOCK3	0.00217788	0.169493	0.0518991	0.2	5.86E-07	0.0010026	1	5.86E-07	0.848	1	0.848	15	3	5
AVEN	0.0259828	0.556654	0.001	0.2	0.398321	0.489548	1	0.398321	0.8482	0.5779	0.5541	19	3	15
HPSE2	0.00829401	-0.167766	0.001	0.2	0.00216089	-0.0574402	1	0.00216089	0.8484	1	1	40	4	6
NAV2	0.00648054	0.23473	0.001	0.2	0.0184856	0.176833	1	0.0184856	0.8486	0.8486	1	20	4	5
GRIN2A	0.0238131	-0.265324	0.001	0.2	0.00955783	0.071114	1	0.00955783	0.849	0.8789	0.885	68	5	17
PRKAG2	0.0242129	-0.308545	0.001	0.2	0.0607561	-0.136008	1	0.0607561	0.8493	0.7882	0.7593	19	6	34
PLXDC1	0.0612178	-0.485833	0.001	0.2	0.125462	-0.331302	1	0.125462	0.8494	0.7912	0.8463	20	4	12
SLC10A2	0.0111322	0.418281	0.0731447	0.2	0.346514	-0.16723	1	0.346514	0.8499	0.4213	0.4222	11	3	118
ADGRE5	0.0577575	0.515234	0.001	0.2	0.327976	0.642886	1	0.327976	0.85	0.85	0.7286	5	3	7
ALS2CL	0.0933489	-0.545914	0.001	0.2	0.287542	-0.766878	1	0.287542	0.8504	0.8504	0.8504	8	4	6
"UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9"	0.0125776	0.184936	0.001	0.2	0.0870749	0.178065	1	0.0870749	0.8508	0.7553	0.7369	13	4	23
FSD1L	0.0411087	-0.458817	0.001	0.2	0.145336	-0.55902	1	0.145336	0.851	0.851	0.851	6	3	6
CIB2	0.0282386	0.607887	0.001	0.2	0.359981	0.545553	1	0.359981	0.8511	0.401	0.5329	3	2	10
FAM49B	0.0298489	-0.410883	0.001	0.2	0.00845227	-0.0662352	1	0.00845227	0.8515	0.988	0.849	17	2	17
USP4	0.122577	-0.610006	0.001	0.2	0.404936	-0.899211	1	0.404936	0.8518	0.6243	0.6243	6	4	6
LEP	0.0557305	-0.521936	0.001	0.2	0.200311	-0.665653	1	0.200311	0.8523	0.7545	0.7545	6	2	5
DNMBP	0.0489547	0.497012	0.001	0.2	0.0804999	0.310116	1	0.0804999	0.8526	0.8526	0.8526	10	4	7
CSE1L	0.0113941	0.268025	0.001	0.2	0.0141506	0.147491	1	0.0141506	0.8528	0.8528	1	5	2	6
KIF26B	0.0149073	-0.235511	0.001	0.2	0.0127223	-0.0646516	1	0.0127223	0.8532	0.9961	1	114	5	28
LTA4H	0.0279496	0.434315	0.001	0.2	0.00506323	0.0788159	1	0.00506323	0.8542	0.9411	1	11	2	7
SLCO1B3	0.0116861	-0.209494	0.001	0.2	0.223607	-0.117807	1	0.223607	0.8548	0.5665	0.6512	43	4	150
NFIA	0.0221517	0.427281	0.001	0.2	0.000370558	0.0246232	1	0.000370558	0.8553	0.8952	1	34	2	6
CACNB2	0.0128537	-0.192637	0.001	0.2	0.0123597	-0.108264	1	0.0123597	0.8554	0.9824	0.9533	39	7	10
KREMEN1	0.010286	-0.187838	0.001	0.2	0.00494136	-0.0832574	1	0.00494136	0.8557	1	1	35	6	9
AOAH	0.0454899	0.63766	0.001	0.2	0.0473813	0.284299	1	0.0473813	0.856	1	1	22	3	5
STS	0.00545772	0.236622	0.001	0.2	0.0276904	0.0428422	1	0.0276904	0.8566	0.8566	0.8566	13	1	138
EFHC2	0.0157083	-0.328382	0.001	0.2	0.0341987	-0.0652428	1	0.0341987	0.857	0.7221	0.798	13	4	76
FGD6	0.0335086	-0.385823	0.001	0.2	0.124281	-0.412739	1	0.124281	0.857	0.7751	0.7751	15	4	7
"NFYA,OARD1"	0.0546113	-0.517756	0.001	0.2	0.192732	-0.653527	1	0.192732	0.857	0.7561	0.7561	8	2	5
RBMS1	0.0479918	0.691435	0.001	0.2	0.0470816	0.286562	1	0.0470816	0.8577	0.8817	0.8817	14	3	5
UGT1A5	0.0039818	0.178078	0.001	0.2	0.0453535	0.139422	1	0.0453535	0.8578	0.8539	0.8542	13	2	21
NDUFS4	0.118238	-0.592818	0.001	0.2	0.399259	-0.894319	1	0.399259	0.8579	0.6399	0.6399	11	4	6
XXYLT1	0.0614275	-0.588545	0.001	0.2	0.0321024	-1.36101	0.24812	0.0342506	0.858	1	0.958	32	4	8
PGAP2	0.0461212	-0.484867	0.001	0.2	0.10246	-0.360973	1	0.10246	0.8581	0.8581	0.7741	4	2	8
COLCA1	0.00445789	-0.158826	0.001	0.2	0.0128561	-0.0499893	1	0.0128561	0.8594	0.9084	0.9084	8	2	47
KAT14	0.00784992	-0.183136	0.001	0.2	0.00385271	-0.100963	1	0.00385271	0.8594	1	1	7	3	6
KLHDC4	0.00839065	-0.215308	0.001	0.2	0.0727915	-0.250635	1	0.0727915	0.8598	0.8322	0.8196	9	2	12
RAD52	0.0226247	0.167109	0.196386	0.2	0.147566	-0.435039	0.502459	0.135663	0.8599	0.7549	0.7362	57	7	30
IRS4	0.027757	0.325996	0.001	0.2	0.294627	0.403063	1	0.294627	0.8603	0.7707	0.754	14	4	16
CSMD1	0.0544124	-0.192007	0.001	0.2	1.23159	-0.125434	1	1.23159	0.8606	0.3362	0.2667	1008	54	773
WWOX	0.049368	-0.243424	0.001	0.2	0.389936	5	0.0922443	0.10858	0.8606	0.6849	0.8175	353	27	231
SRPX	0.00652206	0.208597	0.001	0.2	0.00134372	0.029708	1	0.00134372	0.8615	1	1	8	2	14
KATNAL2	0.00862413	0.183886	0.001	0.2	6.69E-05	0.00638004	1	6.69E-05	0.8617	0.9216	0.839	7	3	17
SLIT1	0.0125194	-0.194181	0.001	0.2	0.0280265	-0.135538	1	0.0280265	0.8644	0.9367	1	23	6	13
C19orf48	0.00437192	-0.149441	0.001	0.2	0.00896307	-0.11068	1	0.00896307	0.8645	1	0.9105	13	3	8
ALPK2	0.0953213	-0.53431	0.001	0.2	0.396741	-0.908307	1	0.396741	0.8648	0.7613	0.7505	38	4	7
GNA14	0.018225	-0.419749	0.001	0.2	0.242761	0.390799	1	0.242761	0.8649	0.6246	0.5888	14	3	13
AXDND1	0.0630887	0.52344	0.001	0.2	0.0570805	0.259692	1	0.0570805	0.8656	0.9643	0.9643	15	3	8
IQGAP1	0.0265187	-0.278848	0.001	0.2	0.162718	-0.249501	1	0.162718	0.8657	0.717	0.6475	19	4	28
KCNJ6	0.0474575	-0.384726	0.001	0.2	0.177627	-0.473744	1	0.177627	0.8672	0.8618	0.852	27	7	9
XIRP2	0.0256373	-0.307743	0.001	0.2	0.0600471	-0.277864	1	0.0600471	0.8675	1	1	31	4	8
PLEC	0.0396272	-0.453161	0.001	0.2	0.0816035	-0.333113	1	0.0816035	0.8682	0.8682	0.768	11	2	7
ZNRF3	0.0255465	-0.291663	0.001	0.2	0.0807036	-0.266218	1	0.0807036	0.8684	0.8559	0.8285	25	9	12
XAGE3	0.00159158	-0.133658	0.001	0.2	-0.105361	-5	0.1	-18.4207	0.8687	1	1	1	1	400
PRKAR2A	0.00803848	-0.192335	0.001	0.2	0.0918422	-0.290898	1	0.0918422	0.8691	0.8444	0.8415	7	3	11
FAT1	0.00524318	0.192455	0.001	0.2	0.0489881	0.146866	1	0.0489881	0.8693	0.8199	0.8229	101	2	20
ROR1	0.101712	-0.635866	0.001	0.2	0.344212	-0.857542	1	0.344212	0.8701	0.8701	0.8701	55	3	6
SPOCK3	0.0221185	-0.275828	0.001	0.2	0.0760821	-0.332325	1	0.0760821	0.8709	0.93	0.8977	22	5	7
PACSIN2	0.0414927	-0.317957	0.001	0.2	0.0124978	-0.0655404	1	0.0124978	0.8714	0.9152	0.9528	155	5	29
FARS2	0.0247062	-0.201125	0.001	0.2	0.132693	-0.129021	1	0.132693	0.8716	0.7929	0.7669	93	10	77
ZNF600	-0.000121649	-0.0256136	0.001	0.2	0.00027616	-0.0129564	1	0.00027616	0.872	0.8358	0.9017	7	2	15
DLG3	0.101423	-0.498427	0.001	0.2	0.930198	-5	1	0.930198	0.8727	0.6475	0.6475	5	4	6
PPEF1	0.0141048	0.268615	0.001	0.2	0.0548954	0.235637	1	0.0548954	0.8728	0.9581	1	10	2	11
TPK1	0.0191809	-0.199858	0.001	0.2	0.000933551	0.0213081	1	0.000933551	0.8729	0.9997	1	99	8	18
SIDT1	4.64E-05	-0.037834	0.001	0.2	0.000559704	0.0306561	1	0.000559704	0.8731	1	1	8	4	5
FAM107B	0.0388886	0.318843	0.001	0.2	0.0596514	0.195122	1	0.0596514	0.8734	0.9039	0.898	43	7	14
DYM	0.0342885	-0.288409	0.001	0.2	0.0680853	-0.248864	1	0.0680853	0.874	0.8831	0.8455	74	6	11
NT5C3B	0.0687198	-0.579806	0.001	0.2	0.238047	-0.723541	1	0.238047	0.8743	0.668	0.7474	4	2	5
PPA2	0.0173818	-0.326172	0.001	0.2	0.00627796	-0.0969282	1	0.00627796	0.8748	1	1	17	2	6
CCZ1	0.00728748	-0.476367	0.001	0.2	0.142189	-0.311671	1	0.142189	0.8752	0.8308	0.8168	3	2	14
"NUDT3,RPS10-NUDT3"	0.0104204	0.230279	0.001	0.2	0.0104118	0.0811412	1	0.0104118	0.8758	0.9957	1	18	3	14
NOX4	0.00890013	0.244039	0.001	0.2	0.161377	0.373527	1	0.161377	0.8759	0.7009	0.8122	14	4	10
NIPA1	0.00522601	-0.231779	0.001	0.2	0.026741	-0.0360943	1	0.026741	0.876	0.852	0.8403	8	1	192
AMZ1	0.0103992	0.17527	0.001	0.2	0.0806554	0.153064	1	0.0806554	0.876	0.7718	0.7655	27	4	33
LYPD5	0.0104844	-0.264196	0.001	0.2	0.0472275	-0.250931	1	0.0472275	0.8767	1	1	22	4	8
ABCG2	0.0291487	-0.328694	0.001	0.2	0.0224049	-0.147295	1	0.0224049	0.8778	0.9016	1	44	4	11
SLC24A2	0.0261453	-0.215897	0.001	0.2	0.00673881	-0.0503432	1	0.00673881	0.8783	0.9277	0.9602	50	8	24
RAB17	0.00697674	-0.193547	0.001	0.2	0.0199432	-0.109483	1	0.0199432	0.8797	1	1	25	2	16
FOPNL	0.00701171	-0.266745	0.001	0.2	0.035767	-0.0801197	1	0.035767	0.8815	0.838	0.871	3	1	55
GPHB5	0.00596718	0.246923	0.001	0.2	0.030174	0.0736773	1	0.030174	0.8818	0.8818	0.8818	3	1	53
SPATA6L	0.0101214	-0.199319	0.001	0.2	0.0429005	-0.17208	1	0.0429005	0.8823	0.8738	0.8553	15	6	14
SYN3	0.0127681	0.146049	0.001	0.2	0.0201292	0.0921106	1	0.0201292	0.8826	0.8966	0.8663	66	12	22
LILRB1	0.00798599	0.20863	0.001	0.2	0.154023	0.158124	1	0.154023	0.883	0.7008	0.7061	9	4	58
KRT86	0.0121232	0.164682	0.183213	0.2	-0.0598196	-5	0.268026	0.533102	0.8832	0.8837	0.3726	11	4	159
SALL3	0.0184834	0.326521	0.001	0.2	0.411491	0.402769	1	0.411491	0.8832	0.588	0.5574	15	4	21
ZRANB1	0.0319135	-0.362206	0.001	0.2	0.0507127	-0.35358	1	0.0507127	0.8839	1	1	11	3	5
ELMO1	0.0378189	-0.353546	0.001	0.2	0.140505	-0.350785	1	0.140505	0.884	0.8674	0.8503	71	6	11
SUSD4	0.0376573	-0.363461	0.001	0.2	0.121211	-0.390511	1	0.121211	0.8842	0.8202	0.8202	19	3	8
ITSN1	0.0127122	-0.263949	0.001	0.2	0.158724	0.286631	1	0.158724	0.8848	0.767	0.6773	25	5	17
ZNF614	0.00230774	-0.158021	0.001	0.2	0.012509	-0.0468749	1	0.012509	0.8856	0.8856	0.8856	4	1	57
SYT9	0.0131603	0.288704	0.001	0.2	0.000508061	0.0234326	1	0.000508061	0.8856	1	1	45	4	8
RAB44	0.023959	0.423986	0.001	0.2	0.0604126	0.322991	1	0.0604126	0.8857	1	1	9	4	5
ZNF350	0.00594502	-0.246485	0.001	0.2	0.0305009	-0.0691319	1	0.0305009	0.8858	0.8858	0.8858	4	1	63
PRB2	0.00356039	-0.193267	0.001	0.2	0.0187107	-0.0585687	1	0.0187107	0.8859	0.8859	0.8859	1	1	50
ADH1B	0.0772345	0.540032	0.001	0.2	0.213606	0.512886	1	0.213606	0.8863	0.8863	0.8501	25	4	7
LAMC2	0.0690769	-0.528708	0.001	0.2	0.229609	-0.717973	1	0.229609	0.8868	0.8868	0.8868	31	3	5
TSPO	-5.50E-05	0.0383509	0.001	0.2	0.000367846	0.0188883	1	0.000367846	0.8872	0.9135	0.906	13	2	10
GABRB2	0.0467946	-0.611349	0.001	0.2	0.14842	-5	0.378236	0.00582901	0.8876	0.9108	0.9108	22	3	6
ABCB11	0.0132104	-0.174063	0.001	0.2	0.00616538	-0.0925507	1	0.00616538	0.8885	0.8885	1	31	7	9
CYFIP1	0.00176834	0.140072	0.001	0.2	0.00970113	0.0202503	1	0.00970113	0.8887	0.8887	0.8887	35	1	222
SIPA1L3	0.0158966	-0.181716	0.001	0.2	0.0457855	-0.136712	1	0.0457855	0.8893	0.8164	0.8683	90	9	23
POMT2	0.000340741	-0.0560244	0.001	0.2	0.000130219	-0.0150487	1	0.000130219	0.8907	1	1	6	4	5
ADAMTS18	0.00977845	-0.268037	0.001	0.2	0.000252866	-0.0100248	1	0.000252866	0.892	0.8637	0.9119	43	2	23
MSR1	0.00520134	-0.140272	0.001	0.2	0.066671	-0.0618378	1	0.066671	0.8921	0.6322	0.663	17	3	165
BZW2	0.0595424	0.573986	0.001	0.2	0.0830281	0.270995	1	0.0830281	0.8922	0.8085	1	6	4	10
ASAP1	0.0134999	-0.223561	0.001	0.2	0.0218543	-0.0972249	1	0.0218543	0.8928	0.9332	1	29	3	21
SLC39A11	0.0166926	0.472492	0.001	0.120554	0.000242092	-0.00823738	1	0.000242092	0.8931	0.9757	0.9188	64	10	31
NTSR1	0.00882007	-0.27968	0.001	0.2	0.022784	-0.125417	1	0.022784	0.8937	1	1	42	2	14
CYP4F12	0.00555047	0.181349	0.001	0.2	0.011567	0.0635534	1	0.011567	0.8941	0.8799	0.8792	14	2	26
ZNF185	0.00707468	-0.165069	0.001	0.2	0.00893822	-0.113122	1	0.00893822	0.8946	0.8946	0.8946	13	3	7
TENM1	0.00907842	0.125826	0.001	0.2	0.00538311	0.0288839	1	0.00538311	0.8947	0.9326	0.9182	39	13	61
MNAT1	0.0027706	0.149671	0.001	0.2	0.0123395	-0.131091	1	0.0123395	0.8948	0.9786	0.7897	31	3	9
TTC39B	0.0618449	-0.447557	0.001	0.2	0.0982674	-0.304695	1	0.0982674	0.8951	0.9155	0.9124	36	4	10
PITPNB	0.0370299	0.559887	0.001	0.2	-0.00538969	5	0.291589	0.0045919	0.8951	1	1	8	2	6
SLC6A18	0.0100781	0.187103	0.001	0.2	0.0458148	0.171011	1	0.0458148	0.8954	0.8367	0.8575	29	7	14
JADE1	0.0246179	0.518426	0.001	0.2	-0.0955849	2.10608	0.190534	0.331717	0.8958	1	0.5263	5	3	35
DLEC1	0.0282383	0.387308	0.001	0.2	0.0444089	0.23217	1	0.0444089	0.8958	0.8958	0.8543	14	4	7
COMMD10	0.00825945	0.182965	0.001	0.2	0.00193258	-0.0170911	1	0.00193258	0.896	0.9926	1	28	6	66
RASGEF1C	0.0541256	-0.458181	0.001	0.2	0.0263668	-5	0.31298	0.00694747	0.896	0.9318	1	26	5	15
HUWE1	0.00941716	0.192076	0.001	0.2	0.0123136	0.0933068	1	0.0123136	0.8961	1	1	11	4	12
CELA2B	0.010855	0.580437	0.001	0.2	0.263134	0.359424	1	0.263134	0.8963	0.6034	0.5211	3	2	19
BCO1	0.0023026	0.119221	0.001	0.2	0.0287671	0.0710249	1	0.0287671	0.8968	0.9063	0.9051	11	2	51
DOCK5	0.0751566	-0.551912	0.001	0.2	0.252536	-0.749774	1	0.252536	0.897	0.897	0.897	30	3	5
SYT10	0.0584232	0.492086	0.001	0.2	0.107474	0.382751	1	0.107474	0.8975	0.9205	0.874	12	3	6
PTCHD3	0.00235571	0.130679	0.001	0.2	0.00492551	-0.013	1	0.00492551	0.8978	0.9582	0.9555	11	2	273
INSR	0.0148	0.167048	0.001	0.2	0.0215089	0.0681483	1	0.0215089	0.8979	0.9144	0.8662	59	11	41
PRSS3	0.00106804	-0.0947481	0.001	0.2	0.00203613	0.0335892	1	0.00203613	0.8979	1	1	12	2	16
SPATA17	0.00645011	0.246892	0.001	0.2	0.00108336	0.0404409	1	0.00108336	0.8983	0.8585	1	12	4	6
CCBE1	0.0248693	0.458119	0.001	0.2	0.0013149	0.0477537	1	0.0013149	0.8983	1	1	11	2	5
SHROOM4	0.00647541	-0.153294	0.001	0.2	0.0359918	-0.136987	1	0.0359918	0.8985	0.8619	0.8494	14	3	19
PBX4	0.00985345	-0.225912	0.001	0.2	0.0467512	-0.211251	1	0.0467512	0.8985	0.7992	0.7992	8	2	10
ABCA6	0.0223392	-0.485289	0.001	0.2	0.0870858	-5	0.355099	0.000280875	0.9001	0.8258	1	8	3	6
FAM13C	0.0624744	-0.530252	0.001	0.2	0.184605	-0.640541	1	0.184605	0.9001	0.7984	0.7495	5	3	5
MPDZ	0.0236134	-0.322447	0.001	0.2	0.098294	-0.354233	1	0.098294	0.9008	0.729	0.8552	43	3	8
CCDC102B	0.0158904	0.100062	0.139516	0.2	0.128027	-0.335106	1	0.128027	0.9011	0.7229	0.7367	36	5	11
EFR3B	0.0155026	-0.45554	0.001	0.2	0.164422	0.304713	1	0.164422	0.9018	0.6507	0.5403	44	3	16
MBD5	0.00980487	-0.15283	0.001	0.2	0.170731	-0.218772	1	0.170731	0.9023	0.7662	0.7412	31	8	37
SKAP1	0.00581479	-0.169027	0.001	0.2	0.0293153	-0.618566	0.241351	0.0248612	0.9027	0.8696	0.8635	31	8	18
TTBK1	0.115704	-0.675207	0.001	0.2	0.390648	-0.91415	1	0.390648	0.9027	0.9027	0.9027	15	3	5
LRCH2	0.00822446	0.191456	0.001	0.2	0.16535	0.202963	1	0.16535	0.9029	0.4339	0.6175	5	3	34
RIN3	0.0191875	0.308302	0.001	0.2	0.226326	0.457529	1	0.226326	0.9032	0.7891	0.7611	100	3	9
SIMC1	0.121593	-0.740391	0.001	0.2	0.924432	-5	1	0.924432	0.9041	0.9041	0.9041	7	2	5
RTN4	0.014101	-0.209033	0.001	0.2	0.0778563	-0.17323	1	0.0778563	0.9042	0.8613	0.8649	22	4	28
LRFN5	0.00483164	-0.120711	0.001	0.2	0.0035504	-0.0498893	1	0.0035504	0.9047	0.9154	0.887	32	10	15
BBS9	0.0137925	-0.306325	0.001	0.2	0.0243844	-0.469215	0.331105	0.021112	0.9049	0.8658	0.8471	25	6	11
CYP2C19	0.00315548	0.135404	0.001	0.2	0.00628648	0.0260132	1	0.00628648	0.9051	0.9227	0.9153	32	2	82
TRMT13	0.00893289	-0.223398	0.001	0.2	0.0617794	-0.281922	1	0.0617794	0.9054	1	0.9668	4	2	8
RLN1	0.00241304	-0.127037	0.001	0.2	0.00161318	-0.00663988	1	0.00161318	0.906	0.9898	0.9687	2	2	339
VTI1A	0.00665352	0.135843	0.001	0.2	0.0576404	0.155083	1	0.0576404	0.9061	0.8659	0.831	83	8	21
TCF7L2	0.00204173	0.195396	0.0373388	0.166667	7.12E-06	-0.0347472	0.1	6.18E-06	0.9076	0.8275	0.8275	20	6	7
CDKAL1	0.0147006	-0.189425	0.001	0.2	5.80E-05	0.0055326	1	5.80E-05	0.9083	0.9653	0.9575	97	10	18
SVOP	0.0201455	-0.342327	0.001	0.2	0.0146563	-0.148511	1	0.0146563	0.9086	1	1	7	2	6
CDHR3	0.000342833	-0.0662151	0.001	0.2	0.0778197	-0.267632	1	0.0778197	0.9093	0.6808	0.7581	18	3	11
GPATCH2	0.025496	-0.406729	0.001	0.2	0.00563076	0.0771325	1	0.00563076	0.9095	1	1	25	3	9
DSG4	0.00196914	-0.114898	0.001	0.2	0.0331762	-0.0850762	1	0.0331762	0.9102	0.8986	0.8971	14	2	44
PIEZO2	0.0783665	-0.548564	0.001	0.2	0.272871	-0.775846	1	0.272871	0.9102	0.8119	0.8119	94	3	5
MTMR7	0.0235279	-0.223868	0.001	0.2	0.048318	-0.220077	1	0.048318	0.9103	1	1	20	7	10
TERT	0.0258744	-0.0986965	0.127589	0.2	0.595915	-1.6079	0.158382	0.0432062	0.9104	0.6174	0.888	191	18	60
GDPD2	0.0208842	-0.280391	0.001	0.2	0.0657658	-0.291657	1	0.0657658	0.9104	0.8443	0.841	8	3	9
EHBP1	0.0169284	0.318944	0.0636967	0.2	0.0513853	0.212109	1	0.0513853	0.9108	0.9035	0.8864	66	7	10
TEX101	0.00323472	0.127022	0.001	0.2	0.0011735	-0.0144415	1	0.0011735	0.9112	1	1	8	3	49
PLEKHA4	0.0441522	0.584185	0.001	0.2	0.0182792	0.175861	1	0.0182792	0.9118	0.9118	0.9118	7	2	7
GSTA1	0.00214124	0.119657	0.001	0.2	0.000725007	0.0104266	1	0.000725007	0.9121	0.9394	0.9731	7	2	61
NMU	0.147713	-0.807347	0.001	0.2	1.06836	-5	1	1.06836	0.9131	0.6007	0.6007	6	2	5
SH3D19	0.0048579	0.162596	0.001	0.2	0.0135538	0.0585692	1	0.0135538	0.9139	0.8962	0.8824	8	2	35
VTA1	0.0822808	-0.622626	0.001	0.2	0.241239	-0.727607	1	0.241239	0.914	0.914	0.914	6	3	5
GNAT3	0.0525124	-0.487707	0.001	0.2	0.14582	-0.573059	1	0.14582	0.9145	0.8186	0.7605	10	3	5
LYZL1	0.0078423	-0.20325	0.001	0.2	0.0495482	-0.216474	1	0.0495482	0.9148	1	1	7	2	10
IMMP2L	0.00882562	-0.106763	0.001	0.2	0.00570703	-0.00995739	1	0.00570703	0.9154	0.9253	0.9558	79	11	575
ST6GALNAC3	0.0127879	0.240058	0.001	0.2	0.00671983	-0.0539785	1	0.00671983	0.9155	1	1	100	4	24
BCAS3	0.00599673	-0.108862	0.1118	0.2	0.769975	-0.362526	1	0.769975	0.9157	0.3801	0.3541	69	4	57
ACACA	0.00729783	-0.303123	0.001	0.166667	0.155167	-2.42418	0.248863	0.0469557	0.917	0.659	0.8291	55	6	10
ZNF573	0.0528525	-0.520198	0.001	0.2	0.164467	-0.630691	1	0.164467	0.917	0.7806	0.7806	6	2	5
PDGFB	0.0433891	-0.457645	0.001	0.2	0.114891	-0.510955	1	0.114891	0.9181	0.9181	0.9181	5	3	5
SGSM1	0.0291581	-0.267905	0.001	0.2	0.06416	-0.245942	1	0.06416	0.9184	0.8515	0.8507	28	5	13
WDR35	0.0251144	0.372144	0.001	0.2	0.000952918	0.0336688	1	0.000952918	0.9185	0.9185	0.9185	21	3	7
MYOM2	0.00357517	-0.156955	0.001	0.2	4.13E-05	-0.00202526	1	4.13E-05	0.919	0.9946	0.9935	43	4	94
MAT1A	0.0340357	-0.43514	0.001	0.2	0.0812154	-0.443587	1	0.0812154	0.9192	1	1	24	3	5
RNF135	0.0023508	-0.122808	0.001	0.2	0.0445315	-0.135744	1	0.0445315	0.9193	0.8569	0.8543	6	2	27
THRB	0.0232177	-0.290899	0.001	0.2	0.0851379	-0.339099	1	0.0851379	0.9196	0.8687	0.8605	19	5	8
CBX1	0.00609099	-0.161808	0.001	0.2	0.00563958	-0.0883364	1	0.00563958	0.9203	1	1	9	4	7
PRCP	0.0244351	0.435446	0.001	0.2	8.01E-05	-0.00936111	1	8.01E-05	0.921	0.8454	0.9709	3	2	8
IPO11	0.0156598	0.265493	0.001	0.2	0.150241	0.429864	1	0.150241	0.9216	0.6993	0.6993	9	3	7
RTL4	0.00625897	-0.108844	0.001	0.2	0.0704133	0.0280041	1	0.0704133	0.9218	0.7226	0.7427	27	11	846
FHIT	0.00852232	0.0897686	0.001	0.2	0.000249848	0.00341187	1	0.000249848	0.9226	0.9849	1	373	23	200
PPP4R3A	0.103742	-0.660651	0.001	0.2	0.32931	-0.841356	1	0.32931	0.9242	0.9242	0.9242	14	3	5
PUDP	0.00188354	-0.144097	0.001	0.2	0.0103445	-0.0264648	1	0.0103445	0.9244	0.861	0.8725	4	1	137
LRP8	0.0878731	-0.799117	0.001	0.2	0.373139	-5	0.43257	0.292931	0.9248	0.6529	0.9248	20	3	6
TNS1	0.0273448	0.357646	0.001	0.2	0.0675399	0.283584	1	0.0675399	0.925	1	1	31	6	7
HTR2C	0.00310377	-0.116917	0.001	0.2	0.0502107	0.0334611	1	0.0502107	0.9252	0.8313	0.8459	15	4	423
NRG1	0.00541918	0.0477865	0.0757051	0.2	0.683203	-0.564996	0.813726	0.675923	0.9261	0.4614	0.3372	33	6	30
MYO3A	0.0254043	0.40575	0.001	0.2	0.0552471	0.30911	1	0.0552471	0.9263	1	0.9139	10	3	5
CTSD	0.0555121	-0.487386	0.001	0.2	0.158285	-0.597919	1	0.158285	0.9265	0.9265	0.9265	7	3	5
FGD4	0.00840933	0.157888	0.001	0.2	0.0220237	0.137658	1	0.0220237	0.9278	0.921	1	20	5	11
