Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
SAGE1	0.0308381	0.541254	0.001	0.2	0.143047	0.270624	1	0.143047	0.6089	0.5669	0.5383	4	1	17
SPOCK1	0.20472	0.807254	0.001	0.2	0.418041	0.652591	1	0.418041	0.612	0.612	0.612	46	6	8
AKAP6	0.132205	-0.501946	0.001	0.2	0.345062	-0.626701	1	0.345062	0.6129	0.6176	0.6153	25	6	11
EBF1	0.0808361	-0.616143	0.001	0.2	0.184249	-0.167597	1	0.184249	0.6134	0.2114	0.4883	7	2	64
LRP1B	0.18784	-0.571881	0.001	0.2	0.342128	-3.65994	0.32584	0.360973	0.614	0.7104	0.703	179	10	26
MCC	0.126119	-0.790061	0.001	0.2	0.695066	-5	0.416889	0.393595	0.6141	0.401	0.6802	41	6	11
MTMR8	0.0613239	-0.552621	0.001	0.2	0.316307	-0.610271	1	0.316307	0.6146	0.6146	0.6146	24	2	9
CXorf36	0.0881895	0.838518	0.001	0.2	0.0202928	5	0.302922	0.0199955	0.6186	1	1	7	2	7
BBS9	0.176721	1.17532	0.001	0.2	0.405257	5	0.345038	0.148511	0.6188	0.5605	0.5605	22	4	6
NXN	0.184647	0.544009	0.001	0.2	0.0029399	-0.0182874	1	0.0029399	0.6197	0.991	1	175	15	82
FANCB	0.119971	0.750172	0.001	0.2	0.439199	0.638934	1	0.439199	0.62	0.6097	0.6097	11	2	9
PEX14	0.0985027	0.691177	0.001	0.2	0.118428	0.40289	1	0.118428	0.6209	0.7504	0.7603	19	4	6
ZNF677	0.0825747	0.623163	0.001	0.2	0.325766	0.492847	1	0.325766	0.622	0.5573	0.5816	4	2	11
PATJ	0.233269	-0.856282	0.001	0.2	0.964611	-1.25961	1	0.964611	0.6232	0.6232	0.6232	59	4	9
SLC2A5	0.13849	0.720648	0.001	0.2	0.668329	0.794839	1	0.668329	0.6232	0.5272	0.5019	16	4	9
DNAJC5B	0.121913	-0.52833	0.001	0.2	0.158839	-0.248946	1	0.158839	0.6244	0.7578	0.7288	15	5	26
TP63	0.0782617	-0.55282	0.001	0.2	0.199194	-5	0.410849	0.0042256	0.6255	0.7279	0.8409	19	4	15
SYTL2	0.070904	0.777024	0.001	0.2	-0.112402	1.83475	0.167561	0.0694058	0.6293	1	0.6944	11	3	64
IPCEF1	0.0322836	0.553004	0.001	0.2	0.142981	0.500463	1	0.142981	0.6294	0.6294	0.6294	3	1	7
Sep-14	0.104612	-0.636143	0.001	0.2	0.100739	-5	0.361493	0.0822392	0.6309	0.8902	0.8147	9	3	14
BAIAP2	0.0920603	-0.519093	0.001	0.2	0.303083	-0.787796	1	0.303083	0.631	0.7593	0.631	7	4	6
UNC13C	0.0817924	-0.422054	0.001	0.2	0.171371	-0.462776	1	0.171371	0.6323	0.7341	0.7221	27	7	8
SMOC2	0.0978544	-0.916795	0.001	0.2	0.498111	-2.92675	0.35552	0.382385	0.6337	0.6172	0.4311	8	4	10
LAMC1	0.044599	-0.323901	0.001	0.2	0.119952	-0.409049	1	0.119952	0.6359	0.7508	0.6853	32	6	9
PNMA5	0.0522613	-0.690857	0.001	0.2	0.255855	-0.77723	1	0.255855	0.6368	0.5691	0.5691	11	1	5
NDUFA8	0.101346	-0.615226	0.001	0.2	0.0694247	-5	0.346868	0.133553	0.6369	0.838	0.8088	5	3	12
PTPRM	0.101667	-0.402652	0.001	0.2	0.0183029	-2.86903	0.305652	0.0527556	0.641	0.9088	0.766	36	10	41
ZNF57	0.0982988	0.82051	0.001	0.2	0.422873	0.595534	1	0.422873	0.6419	0.5208	0.5114	8	2	10
TNRC6B	0.122996	0.704452	0.001	0.2	0.307999	0.654933	1	0.307999	0.6422	0.6334	0.6422	20	4	6
BARD1	0.110295	1.039	0.001	0.2	0.455436	0.956208	1	0.455436	0.6427	0.6427	0.6236	43	2	5
SCEL	0.0298722	-0.386936	0.001	0.2	0.157303	-0.296841	1	0.157303	0.6429	0.6429	0.624	5	2	19
TSHZ2	0.0901037	-0.578071	0.374102	0.2	0.615566	-1.08799	0.519088	0.537091	0.6461	0.2794	0.4152	8	3	14
"LY75,LY75-CD302"	0.198481	0.823492	0.001	0.2	0.601585	0.98937	1	0.601585	0.6486	0.6486	0.6486	23	3	5
ENOX1	0.0324412	0.373734	0.001	0.2	0.104049	0.352486	1	0.104049	0.649	0.7065	0.7065	72	5	7
SPATA22	0.0465019	-0.58093	0.001	0.2	0.132364	-0.55533	1	0.132364	0.6494	0.7797	0.7638	10	2	5
CHD1L	0.0877407	0.869972	0.001	0.2	0.369893	0.783651	1	0.369893	0.6507	0.6507	0.6507	5	1	5
ZNF845	0.0559443	0.712534	0.001	0.2	0.2518	0.643577	1	0.2518	0.6516	0.6516	0.6516	7	1	5
Dec-01	0.0324412	0.373734	0.001	0.2	0.104049	0.352486	1	0.104049	0.6518	0.7049	0.6518	7	5	7
CNTNAP2	0.174484	-0.396168	0.001	0.2	0.000813421	0.00853343	1	0.000813421	0.6527	0.961	0.9907	119	21	104
ANKRD36	0.030629	-0.539528	0.001	0.2	0.146857	-0.122122	1	0.146857	0.653	0.6435	0.6094	4	1	101
DPPA3	0.0652282	0.763462	0.001	0.2	0.287961	0.692148	1	0.287961	0.6535	0.6535	0.6535	1	1	5
TENM3	0.14837	0.691382	0.001	0.2	0.413939	0.619012	1	0.413939	0.6545	0.6325	0.6325	27	6	9
GPATCH2	0.130946	-0.65388	0.001	0.2	0.534109	-1.0166	1	0.534109	0.6558	0.5673	0.59	25	3	7
CNTNAP4	0.197485	-0.733548	0.001	0.2	0.840614	-1.21607	1	0.840614	0.6602	0.4367	0.5165	32	5	8
CAPN3	0.0438173	-0.393948	0.001	0.2	0.0625534	-0.304803	1	0.0625534	0.6612	0.789	0.6612	32	4	6
ETV1	0.0543764	0.655676	0.001	0.2	0.21774	0.536722	1	0.21774	0.6613	0.6255	0.6613	29	3	7
"TVP23C,TVP23C-CDRT4"	0.0888895	-0.644552	0.001	0.2	0.30148	-0.592521	1	0.30148	0.6619	0.5471	0.565	7	2	9
WDR59	0.0347697	0.579904	0.001	0.2	0.000693891	0.0205889	1	0.000693891	0.6619	0.9881	0.8351	13	2	15
CASP8	0.237977	-0.837158	0.001	0.2	1.75553	-5	1	1.75553	0.6621	0.4921	0.4921	42	3	6
CTSE	0.0227804	0.46913	0.001	0.2	0.107812	0.203323	1	0.107812	0.6629	0.6629	0.6629	2	1	23
CDK14	0.114727	-0.751759	0.001	0.2	0.524547	-5	0.489997	0.372609	0.6635	0.3201	0.5398	22	4	6
OSBP2	0.0723608	-0.461662	0.001	0.2	-0.0586965	-1.93642	0.25764	0.000843543	0.6636	0.9575	1	17	5	33
CNTNAP5	0.101482	-0.634217	0.001	0.2	0.474856	-0.371374	1	0.474856	0.6644	0.3987	0.3825	7	3	35
MMRN1	0.0736847	-0.805946	0.001	0.2	0.364043	-0.862265	1	0.364043	0.6649	0.6649	0.6649	6	1	6
AKR1B15	0.0397794	-0.609491	0.001	0.2	0.20227	-0.669333	1	0.20227	0.6652	0.6652	0.6652	1	1	5
DMD	0.175418	0.504028	0.001	0.2	0.243715	0.186313	1	0.243715	0.6662	0.7266	0.6805	170	21	64
PRR5	0.0328136	-0.557235	0.001	0.2	0.168595	-0.613605	1	0.168595	0.6663	0.6663	0.6663	2	1	5
PRR5-ARHGAP8	0.0328136	-0.557235	0.001	0.2	0.168595	-0.613605	1	0.168595	0.6663	0.6663	0.6663	5	1	5
CHMP2B	0.204915	-0.738835	0.001	0.2	0.781405	-1.2214	1	0.781405	0.6673	0.5129	0.5129	53	4	6
LGR6	0.0685843	-0.487531	0.001	0.2	0.249472	-0.729858	1	0.249472	0.6674	0.7393	0.6028	32	3	6
DPP6	0.164118	-0.561325	0.001	0.2	0.63945	-0.379275	1	0.63945	0.668	0.514	0.4653	92	12	48
RIPOR2	0.0604861	0.581036	0.001	0.2	0.00553411	0.0650862	1	0.00553411	0.67	0.8633	0.9814	22	4	12
MSR1	0.0671121	-0.471945	0.001	0.2	0.137161	-0.0907475	1	0.137161	0.6704	0.4706	0.5397	17	3	159
CLPTM1L	0.0929664	-0.451325	0.001	0.2	0.255628	-0.552696	1	0.255628	0.6709	0.7857	0.7749	18	7	9
VWA1	0.031264	-0.544748	0.001	0.2	0.152618	-0.240842	1	0.152618	0.6709	0.6709	0.6709	1	1	27
FREM1	0.0555995	-0.498419	0.001	0.2	0.030187	-0.216156	1	0.030187	0.6717	1	1	24	3	6
EDA2R	0.0122405	0.348587	0.001	0.2	0.0598987	0.285326	1	0.0598987	0.6719	0.6719	0.6719	14	1	6
SNX8	0.0533755	0.697513	0.001	0.2	0.234068	0.5672	1	0.234068	0.6719	0.6575	0.6433	7	1	6
BMP5	0.145973	-0.848263	0.001	0.2	0.342393	-5	0.282844	0.00070862	0.6721	0.5782	0.9169	83	5	32
GRIN2A	0.13289	-0.538694	0.001	0.2	0.21411	-0.372275	1	0.21411	0.6724	0.776	0.776	53	7	16
TNKS	0.350669	-0.876068	0.001	0.2	1.12097	-1.08414	1	1.12097	0.6733	0.6755	0.6733	104	6	11
TMEM185A	0.0241673	0.482467	0.001	0.2	0.114189	0.395878	1	0.114189	0.6737	0.6737	0.6737	2	1	6
DSEL	0.0652678	-0.763669	0.001	0.2	0.326184	-0.816317	1	0.326184	0.6747	0.6302	0.504	2	1	6
KCTD8	0.0830621	0.707398	0.001	0.2	0.28747	0.625161	1	0.28747	0.675	0.675	0.675	16	2	6
COMMD10	0.110719	-0.50184	0.001	0.2	0.619634	-0.364442	1	0.619634	0.6752	0.4802	0.4657	28	7	52
OR1C1	0.0367281	-0.587324	0.001	0.2	0.18775	-0.645755	1	0.18775	0.6754	0.6754	0.6209	1	1	5
TPO	0.0557797	-0.711585	0.001	0.2	0.282468	-0.763162	1	0.282468	0.6758	0.6758	0.6758	31	1	6
NTSR1	0.044827	0.786121	0.001	0.2	0.00893252	0.0952222	1	0.00893252	0.6768	0.8348	0.8348	42	2	9
CYP24A1	0.103174	0.510813	0.001	0.2	0.403089	0.618099	1	0.403089	0.677	0.632	0.6474	12	4	9
PTPN18	0.044244	0.64017	0.001	0.2	0.19829	0.524906	1	0.19829	0.6773	0.6773	0.6773	5	1	6
TUBA3E	0.044244	0.64017	0.001	0.2	0.19829	0.524906	1	0.19829	0.6773	0.6773	0.6773	2	1	6
ARHGEF38	0.0687274	-0.788233	0.001	0.2	0.76821	-0.546009	1	0.76821	0.6782	0.2504	0.25	34	4	30
ARID1B	0.0794133	-0.648527	0.001	0.2	0.219099	-1.52298	0.413318	0.200383	0.6784	0.6444	0.6166	22	5	8
C5orf66	0.0953467	0.663516	0.001	0.2	0.191534	0.482416	1	0.191534	0.679	0.6658	0.6758	41	6	7
UBXN2A	0.0347538	0.572396	0.001	0.2	0.1595	0.466322	1	0.1595	0.6792	0.5042	0.6792	3	1	6
OTUD7A	0.0649244	0.700582	0.001	0.2	0.0806793	0.311822	1	0.0806793	0.6801	0.562	0.6511	36	3	7
C16orf89	0.0740029	-0.807482	0.001	0.2	0.366052	-0.858744	1	0.366052	0.682	0.682	0.682	3	1	6
HAUS6	0.0763941	-0.507745	0.001	0.2	0.233091	-0.711758	1	0.233091	0.6827	0.7584	0.7584	6	3	6
PRAG1	0.070096	0.788325	0.001	0.2	0.289158	0.595424	1	0.289158	0.6829	0.6829	0.6829	19	1	7
CYP51A1	0.0135906	0.366545	0.001	0.2	0.065598	0.280875	1	0.065598	0.6832	0.6832	0.6832	4	1	7
TMEFF2	0.0986218	-0.522068	0.001	0.2	0.234462	-2.5287	0.379104	0.213986	0.6835	0.6835	0.6835	16	7	9
LHFPL3	0.151624	-0.591507	0.001	0.2	0.55566	-0.782747	1	0.55566	0.6837	0.6483	0.629	62	5	10
CTSB	0.027766	0.515185	0.001	0.2	0.128175	0.401134	1	0.128175	0.684	0.684	0.684	10	1	7
"ARPC4-TTLL3,TTLL3"	0.167145	-0.719706	0.001	0.2	1.32038	-5	1	1.32038	0.685	0.685	0.685	17	3	5
FHOD3	0.120904	0.637856	0.001	0.2	0.406636	0.694065	1	0.406636	0.6859	0.6677	0.6497	79	3	7
FMN1	0.077819	-0.108614	0.197193	0.2	0.714147	5	0.244266	0.153653	0.6869	0.3747	0.5536	67	12	20
APBB2	0.119036	-0.519848	0.001	0.2	0.379336	-0.6501	1	0.379336	0.6882	0.6295	0.6279	45	7	10
DPY19L4	0.0944163	-0.660762	0.001	0.2	0.395459	-0.899614	1	0.395459	0.6883	0.5316	0.5316	6	2	6
SLC35F3	0.11324	-0.604727	0.001	0.2	0.399491	-0.893555	1	0.399491	0.6886	0.5098	0.4368	13	3	6
KLF8	0.0967604	-0.425922	0.001	0.2	0.060905	-0.0960255	1	0.060905	0.6911	0.7884	0.754	14	6	66
ANKS1B	0.114002	-0.631101	0.001	0.2	0.223767	-1.35122	0.251604	0.278002	0.692	0.6436	0.4673	55	13	316
IRGM	0.02222	0.463613	0.001	0.2	0.104049	0.352486	1	0.104049	0.6924	0.4988	0.6924	6	1	7
"IRGM,ZNF300"	0.02222	0.463613	0.001	0.2	0.104049	0.352486	1	0.104049	0.6924	0.4988	0.6924	1	1	7
SPATS2	0.0593051	-0.470622	0.001	0.2	0.220752	-0.521302	1	0.220752	0.6926	0.782	0.6663	14	3	9
OR51E1	0.0385091	0.600389	0.001	0.2	0.171987	0.455873	1	0.171987	0.6931	0.6072	0.5766	3	1	7
WWOX	0.19086	0.367847	0.001	0.2	0.233534	5	0.109226	0.0172073	0.6937	0.7359	0.9049	348	39	214
ZSCAN5A	0.0550225	-0.484362	0.001	0.2	0.0433258	-0.120531	1	0.0433258	0.695	0.7689	0.7132	24	4	27
EYA4	0.0510132	-0.683296	0.001	0.2	0.243269	-0.570007	1	0.243269	0.6953	0.6953	0.6953	5	1	7
FGF13	0.0976092	0.772926	0.001	0.2	0.234125	0.650561	1	0.234125	0.6955	0.7809	0.7809	20	3	5
RTN4	0.0740949	0.648723	0.001	0.2	0.000640476	0.0164984	1	0.000640476	0.6961	1	1	16	3	24
ATP8A2	0.0399607	0.607495	0.001	0.2	0.0131886	0.104583	1	0.0131886	0.6972	1	1	14	3	12
SLC2A13	0.0653611	-0.436862	0.001	0.2	0.379088	-0.557462	1	0.379088	0.6972	0.6832	0.7062	30	5	13
UGT2B10	0.0048237	0.223108	0.001	0.2	0.0244402	0.0823747	1	0.0244402	0.7002	0.7002	0.7002	11	1	30
KIAA1328	0.105723	0.616455	0.001	0.2	0.0729248	0.272408	1	0.0729248	0.7003	0.7575	0.7435	18	4	8
TRIM21	0.0173554	0.412099	0.001	0.2	0.0821665	0.310954	1	0.0821665	0.701	0.701	0.701	2	1	8
CLCNKA	0.0349465	-0.573875	0.001	0.2	0.174631	-0.46235	1	0.174631	0.7022	0.7067	0.5234	2	1	9
PCDHB6	0.0197384	0.438205	0.001	0.2	0.0931822	0.335401	1	0.0931822	0.7029	0.7029	0.7029	2	1	7
PIEZO1	0.108451	0.577831	0.001	0.2	0.266085	0.445486	1	0.266085	0.7032	0.7047	0.7455	14	4	11
"PCDHGA1,PCDHGA2"	0.0396904	-0.608859	0.001	0.2	0.194543	-0.503723	1	0.194543	0.704	0.704	0.704	1	1	8
NFIB	0.0823266	-0.638316	0.001	0.2	0.373775	-2.49049	0.374775	0.357276	0.7043	0.6597	0.659	23	5	10
CHN2	0.04048	-0.367206	0.001	0.2	0.169981	-0.615078	1	0.169981	0.7045	0.755	0.6671	23	3	6
NOMO1	0.025352	-0.493524	0.001	0.2	0.126699	-0.41352	1	0.126699	0.7057	0.7057	0.7057	1	1	8
STK32B	0.0581634	-0.477159	0.001	0.2	0.0973404	-0.264515	1	0.0973404	0.7057	0.7988	0.799	60	5	13
SLC19A3	0.108586	-0.702956	0.001	0.2	0.479982	-0.972451	1	0.479982	0.706	0.529	0.529	18	2	6
NPAS3	0.0585558	0.331339	0.292459	0.2	0.133308	2.73127	0.183842	0.0150293	0.7065	0.6241	1	38	7	10
BCO1	0.0463404	-0.449682	0.001	0.2	0.000383465	-0.0104102	1	0.000383465	0.7076	0.9436	1	11	3	33
CCDC179	0.0790582	0.657726	0.001	0.2	0.140583	0.445648	1	0.140583	0.708	0.7603	0.6735	2	2	6
TBC1D22A	0.13194	-0.599767	0.001	0.2	0.543213	-0.581222	1	0.543213	0.7081	0.658	0.6375	29	7	16
CRYL1	0.0332933	0.561031	0.001	0.2	0.153949	0.207504	1	0.153949	0.7082	0.6636	0.5973	29	1	31
"UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9"	0.0549295	0.382136	0.001	0.2	0.312143	0.350878	1	0.312143	0.7084	0.6077	0.5941	13	4	21
BTN3A3	0.0270974	-0.509296	0.001	0.2	0.132244	-0.193605	1	0.132244	0.7096	0.7096	0.7096	7	1	36
ANO2	0.175511	0.659739	0.001	0.2	0.626081	0.801296	1	0.626081	0.7107	0.806	0.8048	45	6	10
ZNF761	0.02627	-0.501893	0.001	0.2	0.128722	-0.19838	1	0.128722	0.7109	0.7109	0.7109	2	1	35
CHEK2	0.0601604	0.454758	0.001	0.2	0.195906	0.315084	1	0.195906	0.7113	0.8353	0.6905	26	5	18
SLIT2	0.0349157	0.573638	0.001	0.2	0.160942	0.405373	1	0.160942	0.7118	0.7118	0.7118	4	1	8
"UGT1A10,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9"	0.0354876	-0.578001	0.001	0.2	0.175717	-0.475211	1	0.175717	0.7122	0.6742	0.7122	6	1	8
MIPEP	0.0451993	-0.485721	0.001	0.2	0.257844	-0.552283	1	0.257844	0.7124	0.6051	0.5865	33	2	9
OR2L13	0.0689504	0.580261	0.001	0.2	0.42279	0.799522	1	0.42279	0.7135	0.4121	0.3869	9	3	6
UGT1A4	0.0178071	-0.41719	0.001	0.2	0.0900173	-0.352664	1	0.0900173	0.7152	0.7152	0.5786	9	1	7
PPP1R12B	0.0581296	-0.528173	0.001	0.2	0.291636	-0.792853	1	0.291636	0.7156	0.7156	0.6941	28	2	6
CDRT4	0.0291342	-0.526988	0.001	0.2	0.145972	-0.427273	1	0.145972	0.7157	0.7157	0.7157	5	1	8
"CDRT4,TVP23C-CDRT4"	0.0291342	-0.526988	0.001	0.2	0.145972	-0.427273	1	0.145972	0.7157	0.7157	0.7157	3	1	8
TEKT3	0.0291342	-0.526988	0.001	0.2	0.145972	-0.427273	1	0.145972	0.7157	0.7157	0.7157	5	1	8
TVP23C-CDRT4	0.0291342	-0.526988	0.001	0.2	0.145972	-0.427273	1	0.145972	0.7157	0.7157	0.7157	5	1	8
GYPB	0.029461	-0.529761	0.001	0.2	0.147383	-0.43748	1	0.147383	0.7166	0.7166	0.7166	2	1	8
WDR70	0.0603965	-0.463393	0.001	0.2	0.158732	-0.596574	1	0.158732	0.7175	0.7175	0.7175	10	3	5
ABCC2	0.164844	0.947328	0.001	0.2	0.356588	0.885515	1	0.356588	0.7178	0.7363	0.7363	6	4	5
SPATA17	0.0989308	0.858785	0.001	0.2	0.0661987	0.337006	1	0.0661987	0.7178	1	1	6	3	5
ACACB	0.0610873	-0.478616	0.001	0.2	0.260305	-0.569357	1	0.260305	0.7178	0.5919	0.5866	9	3	8
CMSS1	0.0464702	-0.654772	0.001	0.2	0.22643	-0.535873	1	0.22643	0.7179	0.6472	0.608	4	1	8
"CMSS1,FILIP1L"	0.0464702	-0.654772	0.001	0.2	0.22643	-0.535873	1	0.22643	0.7179	0.6472	0.608	7	1	8
MKL1	0.0894608	-0.372796	0.001	0.2	0.29382	-0.301985	1	0.29382	0.7179	0.5585	0.4941	58	14	31
MN1	0.0298423	0.629032	0.00196204	0.2	0.0205435	1.30096	0.151321	0.0184856	0.7195	0.8436	0.7528	18	5	5
CELF2	0.17788	-0.853819	0.001	0.2	0.538304	-1.07055	1	0.538304	0.7205	0.7205	0.7205	23	3	5
ASCL3	0.0165971	-0.403386	0.001	0.2	0.0814021	-0.0704673	1	0.0814021	0.7219	0.7227	0.7036	2	1	157
EPHA6	0.243047	-0.844979	0.001	0.2	1.75922	-5	1	1.75922	0.7234	0.5253	0.5252	33	3	7
PRKCB	0.0644036	0.681077	0.001	0.2	0.0153688	-0.0988271	1	0.0153688	0.7236	1	1	46	3	14
PECR	0.0436973	0.636516	0.001	0.2	0.197667	0.451935	1	0.197667	0.7239	0.5647	0.6041	4	1	8
LMOD1	0.0456846	-0.399654	0.001	0.2	0.0926647	-0.257678	1	0.0926647	0.7239	0.8192	0.7971	17	3	15
MRM2	0.0142708	-0.375234	0.001	0.2	0.0728692	-0.313141	1	0.0728692	0.7252	0.7252	0.7252	1	1	8
LARGE1	0.10026	-0.385396	0.001	0.2	0.0567802	-0.103526	1	0.0567802	0.7263	0.8111	0.8048	130	11	49
CEP89	0.0293113	-0.380271	0.001	0.2	0.118233	-0.549394	1	0.118233	0.7278	1	1	16	2	5
SFTPA2	0.025609	-0.495884	0.001	0.2	0.128719	-0.404442	1	0.128719	0.7291	0.6313	0.5904	5	1	11
RGS7	0.0701619	-0.377345	0.001	0.2	0.31381	-0.401597	1	0.31381	0.73	0.6121	0.541	18	7	20
BCL2	0.109471	0.73202	0.001	0.2	0.0635052	0.23297	1	0.0635052	0.7302	0.7863	0.8102	18	8	10
PACSIN2	0.160037	-0.73535	0.001	0.2	0.197503	-1.68467	0.41069	0.00298532	0.7306	0.7654	0.9197	155	5	21
CYP2C19	0.0233833	0.355956	0.001	0.2	0.0422288	0.07182	1	0.0422288	0.7306	0.8385	0.828	32	2	72
SOX5	0.0728437	0.959987	0.001	0.12353	0.112311	1.92363	0.210429	0.0396274	0.7333	0.7025	0.8089	53	10	12
STXBP6	0.054491	-0.511599	0.001	0.2	0.153067	-0.587386	1	0.153067	0.7343	0.7343	0.9108	38	3	5
ALG1	0.0375349	0.593288	0.001	0.2	0.168611	0.38268	1	0.168611	0.7346	0.7346	0.7346	2	1	10
CEP85L	0.149646	-0.822994	0.001	0.2	0.571098	-5	0.509901	0.411996	0.7362	0.5714	0.7362	15	4	6
KLHDC4	0.0714474	-0.488217	0.001	0.2	0.291069	-0.566208	1	0.291069	0.737	0.6655	0.6605	9	3	11
"ARHGAP8,PRR5-ARHGAP8"	0.069013	0.622631	0.001	0.2	0.0387002	0.142076	1	0.0387002	0.7375	0.8524	0.8264	28	6	18
ABCB11	0.086449	-0.462479	0.001	0.2	0.804528	-5	1	0.804528	0.7406	0.7406	0.7406	11	4	5
ERBB4	0.105181	-0.368441	0.001	0.2	0.164936	-0.144068	1	0.164936	0.7407	0.7519	0.6892	162	14	81
DOCK1	0.112456	-0.617634	0.001	0.2	0.361594	-0.886049	1	0.361594	0.7416	0.7416	0.7416	40	3	5
SFI1	0.220475	0.609443	0.001	0.2	0.813436	0.64065	1	0.813436	0.7428	0.6732	0.6653	40	8	18
XRRA1	0.0886755	-0.838593	0.001	0.2	0.400386	-5	0.43857	0.305691	0.7432	0.5805	0.7432	17	3	5
GRIN3A	0.0583951	0.987232	0.001	0.2	0.332659	5	0.29928	0.00406676	0.744	0.744	0.744	21	5	6
PCP4	0.0393948	0.725162	0.001	0.2	0.307147	0.650487	1	0.307147	0.7449	0.7358	0.7358	17	2	6
SEMA3E	0.066036	-0.822408	0.001	0.2	-0.0403759	5	0.244954	0.262344	0.7457	1	0.5438	14	3	7
MSH2	0.09473	-0.539375	0.001	0.2	0.293886	-0.775137	1	0.293886	0.7464	0.7464	0.7464	43	4	6
FOPNL	0.01016	-0.31874	0.001	0.2	0.0519383	-0.222202	1	0.0519383	0.7474	0.7474	0.7474	3	1	11
C11orf63	0.137247	0.716293	0.001	0.2	0.355771	0.764573	1	0.355771	0.7477	0.7477	0.7477	12	4	5
ZIM3	0.0239365	-0.480278	0.001	0.2	0.118737	-0.333862	1	0.118737	0.7487	0.7487	0.7487	4	1	10
MYH11	0.0143464	-0.376185	0.001	0.2	0.0725596	-0.261743	1	0.0725596	0.7488	0.7488	0.7488	25	1	11
CLCA4	0.019339	-0.405557	0.001	0.2	-0.105361	1.38576	0.1	0.409495	0.7494	0.9901	0.3674	4	2	147
OR7G3	0.0284758	-0.521349	0.001	0.2	0.140488	-0.355752	1	0.140488	0.7501	0.7501	0.7501	4	1	11
EFCAB6	0.0276369	-0.312943	0.001	0.2	0.0251704	-0.136503	1	0.0251704	0.7508	0.9973	1	17	3	13
C11orf40	0.00976407	-0.312709	0.001	0.2	0.0501728	-0.211925	1	0.0501728	0.7512	0.7512	0.7512	4	1	11
BTN2A1	0.0222738	-0.345012	0.001	0.2	0.183257	-0.217582	1	0.183257	0.7517	0.7003	0.6353	19	2	40
GPR158	0.0271132	0.553614	0.001	0.2	0.282447	0.621203	1	0.282447	0.754	0.544	0.669	10	2	6
GSTA2	0.0293388	-0.345179	0.001	0.2	0.0157727	-0.0541576	1	0.0157727	0.7541	0.9071	0.907	13	3	51
RAB3C	0.0574004	-0.452171	0.001	0.2	0.147668	-0.575686	1	0.147668	0.7547	0.7547	0.7547	87	3	5
MYO5A	0.0576272	-0.506326	0.001	0.2	0.200579	-0.504863	1	0.200579	0.7578	0.6849	0.7599	29	4	8
PLEKHA6	0.083912	-0.429814	0.001	0.2	0.367453	-0.863991	1	0.367453	0.7578	0.7847	0.7622	35	6	8
CAMKMT	0.0830615	0.370556	0.001	0.2	0.295948	0.343662	1	0.295948	0.7607	0.6879	0.6611	21	8	21
PNLIPRP1	0.0131314	0.360548	0.001	0.2	0.0635912	0.207383	1	0.0635912	0.7621	0.7621	0.7621	3	1	13
MID1	0.0555249	-0.443142	0.001	0.2	0.144777	-0.570573	1	0.144777	0.7622	0.7622	0.7622	11	3	5
AGPAT4	0.0520964	-0.386353	0.001	0.2	0.153072	-0.440568	1	0.153072	0.7622	0.8032	0.7839	21	4	8
PCSK9	0.0148807	0.384247	0.001	0.2	0.231724	0.530683	1	0.231724	0.7624	0.6256	0.6256	11	2	7
KDM6A	0.0150389	-0.384785	0.001	0.2	0.0760047	-0.265693	1	0.0760047	0.7628	0.689	0.7628	29	1	10
SLC15A5	0.087532	-0.637014	0.001	0.2	0.319654	-0.609651	1	0.319654	0.7629	0.7008	0.662	13	5	9
DIP2B	0.172826	-0.766195	0.001	0.2	0.665686	-0.82178	1	0.665686	0.7632	0.7324	0.7252	144	5	12
IL32	0.0196894	0.437686	0.001	0.2	0.0936856	0.260644	1	0.0936856	0.7642	0.7642	0.7642	1	1	12
CTIF	0.0357061	0.338554	0.001	0.2	0.107478	0.303569	1	0.107478	0.7692	0.7742	0.6968	65	8	10
DOCK4	0.0871593	-0.643221	0.001	0.2	0.57351	-5	0.335582	0.00105541	0.7702	0.578	1	85	9	26
SLC4A7	0.0389604	0.164937	0.213472	0.2	0.164701	-5	0.338463	0.0509827	0.7704	0.5834	0.7704	15	5	6
GALNT13	0.0468833	-0.45519	0.001	0.2	0.132477	-5	0.326068	0.0361001	0.7708	0.7575	0.8384	57	8	13
ACTN1	0.0329199	-0.380309	0.001	0.2	0.00763049	-0.107946	1	0.00763049	0.7732	1	1	13	3	6
SLCO1B1	0.00924276	-0.304572	0.001	0.2	0.0466319	-0.0896702	1	0.0466319	0.7736	0.6788	0.6715	82	1	54
ZNF765-ZNF761	0.0260518	-0.360227	0.001	0.2	0.138451	-0.179698	1	0.138451	0.7747	0.684	0.6814	7	2	45
ZNF43	0.155598	0.918193	0.001	0.2	0.349883	0.877237	1	0.349883	0.775	0.775	0.775	4	2	5
CDH12	0.0533088	0.532502	0.001	0.2	0.0403749	0.21917	1	0.0403749	0.777	0.9388	0.9404	102	3	7
