Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
IPP	0.0148169	0.301424	0.001	0.2	0.0355041	0.110181	1	0.0355041	0.7948	0.8711	0.8713	4	2	26
LYZL1	0.0247986	-0.350835	0.001	0.2	0.122017	-0.311143	1	0.122017	0.795	0.7101	0.7241	7	2	11
TRANK1	0.0628138	-0.518665	0.001	0.2	0.0693269	-0.147399	1	0.0693269	0.7951	0.9276	0.8791	21	4	28
TAMM41	0.0156757	-0.392506	0.001	0.2	0.0778981	-0.203787	1	0.0778981	0.7956	0.7956	0.7956	9	1	17
GLI3	0.0580879	-0.54465	0.001	0.2	0.206127	-0.450784	1	0.206127	0.7957	0.853	0.8235	50	4	9
GPHB5	0.0113854	0.336668	0.001	0.2	0.056331	0.0885386	1	0.056331	0.7962	0.7962	0.7962	3	1	63
FBXO7	0.039033	0.468092	0.001	0.2	0.180265	0.547376	1	0.180265	0.7963	0.753	0.753	5	3	5
FRMD5	0.0411084	0.410326	0.001	0.2	0.0884367	0.244005	1	0.0884367	0.7969	0.7586	0.7816	61	6	13
OSBPL10	0.0234137	0.35759	0.001	0.2	0.00550219	0.0415121	1	0.00550219	0.7975	0.9642	0.9249	63	4	27
ZNF655	0.0522283	0.514151	0.001	0.2	0.241064	0.633843	1	0.241064	0.7976	0.7459	0.7459	6	3	5
PLEKHA5	0.0293651	0.288251	0.001	0.2	0.000359705	0.00253832	1	0.000359705	0.7983	0.8684	0.9295	5	5	488
MGST1	0.0493593	0.500888	0.001	0.2	0.234843	0.462069	1	0.234843	0.7984	0.6163	0.6163	13	2	9
ITPR1	0.069398	-0.339877	0.001	0.2	0.0218161	-0.0426773	1	0.0218161	0.7984	0.8856	0.8758	141	22	108
ZSCAN5B	0.0190984	0.431371	0.001	0.2	0.0900303	0.414914	1	0.0900303	0.7999	1	1	2	1	5
MCF2	0.016318	-0.400126	0.001	0.2	0.0806942	-0.213046	1	0.0806942	0.8	0.8	0.8	20	1	16
ADAMTS12	0.100936	-0.578261	0.001	0.2	0.196163	-0.437493	1	0.196163	0.8003	0.8531	0.869	62	4	9
ZNF615	0.0114337	0.337354	0.001	0.2	0.0565343	0.0835443	1	0.0565343	0.8003	0.8003	0.8003	13	1	74
LOC110117498-PIK3R3	0.00778559	-0.280482	0.001	0.2	0.0395854	-0.15145	1	0.0395854	0.8005	0.8005	0.8005	1	1	17
SFTPA1	0.00719562	0.270077	0.001	0.2	0.0360621	0.138619	1	0.0360621	0.8005	0.8005	0.8005	5	1	19
WDFY4	0.0376324	0.437991	0.001	0.2	0.196631	0.454896	1	0.196631	0.8008	0.6909	0.7204	13	5	8
ROS1	0.0447727	0.278937	0.001	0.2	0.135501	0.121287	1	0.135501	0.8011	0.6441	0.6076	75	13	81
ATP6V1G1	0.0231916	0.47313	0.001	0.2	0.112185	0.241534	1	0.112185	0.8013	0.7182	0.6713	2	1	16
TEX48	0.0231916	0.47313	0.001	0.2	0.112185	0.241534	1	0.112185	0.8013	0.7182	0.6713	5	1	16
TMEM268	0.0231916	0.47313	0.001	0.2	0.112185	0.241534	1	0.112185	0.8013	0.7182	0.6713	8	1	16
TERT	0.114192	-1.53288	0.001	0.0588235	0.536598	-1.47375	0.14714	0.0376104	0.8015	0.6304	0.8983	191	17	69
ACOT13	0.0253805	-0.369717	0.001	0.2	0.000204277	-0.0187016	1	0.000204277	0.802	1	1	8	3	5
POLQ	0.0337597	-0.409135	0.001	0.2	0.169902	-0.367377	1	0.169902	0.8022	0.7977	0.7977	19	2	11
SLC25A26	0.0367683	0.414099	0.001	0.2	0.189374	0.243737	1	0.189374	0.8026	0.7091	0.6499	76	10	29
CDH23	0.0424876	-0.435938	0.001	0.2	0.179055	-0.418994	1	0.179055	0.8029	0.5565	0.5965	11	4	9
RERGL	0.0114709	-0.337882	0.001	0.2	0.0575135	-0.179195	1	0.0575135	0.8031	0.8031	0.8031	2	1	16
BHMT	0.00761812	-0.277571	0.001	0.2	0.038795	-0.146196	1	0.038795	0.8032	0.7804	0.7283	57	1	16
"CHD1L,FMO5,NBPF19"	0.0204075	0.445222	0.001	0.2	0.0995111	0.219486	1	0.0995111	0.8037	0.8037	0.8037	8	1	18
SLC6A6	0.0787401	0.428901	0.001	0.2	0.206287	0.46792	1	0.206287	0.8051	0.8051	0.8051	33	6	8
FAM13C	0.0477589	-0.747241	0.001	0.2	0.226279	-5	0.399534	0.000712557	0.8053	0.8053	1	5	3	6
ZNF844	0.0184408	-0.305533	0.001	0.2	0.0652085	-0.191771	1	0.0652085	0.8055	0.8421	0.8337	4	2	15
SNRPC	0.0120768	0.25541	0.001	0.2	0.0801561	0.190966	1	0.0801561	0.8059	0.7243	0.7232	4	2	18
"IQCJ,IQCJ-SCHIP1"	0.0244579	-0.364786	0.001	0.2	0.167844	-0.426771	1	0.167844	0.8061	0.8061	0.7794	16	2	8
OR52E4	0.0070605	0.267633	0.001	0.2	0.0357708	0.131562	1	0.0357708	0.8061	0.8061	0.8061	7	1	17
TMEM94	0.00579427	-0.323755	0.001	0.2	0.000240628	-0.0203187	1	0.000240628	0.8063	0.8063	1	5	2	5
PBX4	0.014999	-0.288994	0.001	0.2	0.0798359	-0.253222	1	0.0798359	0.8063	0.8063	0.8063	8	2	11
MAML2	0.0277732	0.196065	0.001	0.2	0.164918	0.171576	1	0.164918	0.8068	0.6998	0.6916	83	13	48
TNK1	0.0328348	-0.40866	0.001	0.2	0.184876	-0.464958	1	0.184876	0.807	0.7735	0.7735	3	2	7
LMO7	0.0112772	0.388623	0.001	0.2	0.00425012	-0.0747095	1	0.00425012	0.8072	0.9616	0.9616	38	4	7
FAM83G	0.00673418	0.261633	0.001	0.2	0.0340603	0.121944	1	0.0340603	0.8076	0.8076	0.8076	1	1	19
NR5A2	0.0297697	-0.419317	0.001	0.2	0.0438742	-0.271129	1	0.0438742	0.8078	1	1	8	4	5
CHST11	0.0603669	-0.619593	0.001	0.2	0.0882169	-2.15312	0.259074	0.0753687	0.808	0.7144	0.8272	65	6	9
FAM107B	0.0629906	0.38042	0.001	0.2	0.0930726	0.212555	1	0.0930726	0.808	0.8977	0.8938	46	8	17
GRM6	0.0273975	0.369544	0.001	0.2	0.140029	0.434581	1	0.140029	0.8084	0.7625	0.7625	5	2	6
TSPO	0.0198963	-0.347554	0.001	0.2	0.0842044	-0.279406	1	0.0842044	0.8085	0.8085	0.8085	13	2	10
PHEX	0.0263482	-0.237044	0.001	0.2	0.129296	-0.124492	1	0.129296	0.8085	0.771	0.7553	21	5	76
SLC15A5	0.0157903	-0.289738	0.001	0.2	0.0987309	-0.261164	1	0.0987309	0.809	0.809	0.8068	13	2	12
GSTM4	0.0726673	0.716839	0.001	0.2	0.548822	0.646135	1	0.548822	0.8092	0.4418	0.3878	9	3	11
ADGRE1	0.00893227	-0.299612	0.001	0.2	0.0446557	-0.0486632	1	0.0446557	0.8092	0.8092	0.8092	10	1	165
CAMK2A	0.0436555	0.566821	0.001	0.2	0.322694	0.610684	1	0.322694	0.8096	0.541	0.6665	7	3	7
FHAD1	0.0445645	-0.401897	0.001	0.2	0.106368	-0.338958	1	0.106368	0.8096	0.8148	0.8148	22	3	8
MYNN	0.0280981	0.378767	0.001	0.2	0.0332097	0.165228	1	0.0332097	0.81	0.9682	0.915	7	4	10
DOCK11	0.020092	-0.347141	0.001	0.2	0.0550477	-0.158079	1	0.0550477	0.8102	0.8787	0.8695	17	3	19
HPSE2	0.037085	-0.295148	0.001	0.2	0.0830245	-0.29943	1	0.0830245	0.8104	0.7956	0.7688	40	5	8
TFCP2	0.117083	0.562485	0.001	0.2	0.382976	0.666076	1	0.382976	0.8108	0.8108	0.8108	25	4	7
TVP23C-CDRT4	0.0115552	0.339072	0.001	0.2	0.0572409	0.171457	1	0.0572409	0.8109	0.6694	0.8031	5	1	16
UGT2A2	0.0193671	-0.434256	0.001	0.2	0.0951931	-0.21129	1	0.0951931	0.8112	0.8052	0.81	2	1	19
"LEPR,LEPROT"	0.0102463	-0.320039	0.001	0.2	0.051486	-0.158997	1	0.051486	0.8118	0.747	0.6812	4	1	17
CAPN14	0.0644881	0.544722	0.001	0.2	0.000933034	0.0195251	1	0.000933034	0.8123	0.9593	0.9089	27	3	21
NCOR2	0.0582621	0.709299	0.001	0.2	0.0238609	1.29547	0.230841	0.0177837	0.8131	0.8131	1	37	4	5
IMMP2L	0.0478489	-0.25006	0.001	0.2	0.149166	-0.0456569	1	0.149166	0.8139	0.7605	0.7472	79	12	653
SLC25A12	0.0688828	0.47081	0.001	0.2	0.0932621	0.331519	1	0.0932621	0.814	0.8685	0.7441	33	4	7
DERL3	0.010297	0.320799	0.001	0.2	0.0511434	0.150149	1	0.0511434	0.814	0.6981	0.7384	2	1	19
SMARCB1	0.010297	0.320799	0.001	0.2	0.0511434	0.150149	1	0.0511434	0.814	0.6981	0.7384	7	1	19
NAT2	0.0316606	0.394981	0.001	0.2	0.150371	0.322124	1	0.150371	0.8144	0.7333	0.7296	30	2	12
PNPLA4	0.00597666	0.247111	0.001	0.2	0.0302648	0.0369292	1	0.0302648	0.8145	0.8145	0.8145	2	1	188
POM121	0.00426851	0.210533	0.001	0.2	0.0220823	0.100243	1	0.0220823	0.8147	0.8147	0.8147	1	1	19
HOPX	0.00883851	0.219399	0.001	0.2	0.0616287	0.239713	1	0.0616287	0.8157	0.8157	0.7902	7	2	9
FBN1	0.0421206	-0.456728	0.001	0.2	0.00010503	-0.011254	1	0.00010503	0.816	1	1	8	3	7
GALM	0.0303188	-0.386575	0.001	0.2	0.144005	-0.390941	1	0.144005	0.816	0.816	0.816	9	2	8
KCND3	0.026157	0.384802	0.127211	0.2	1.31386	5	0.34692	0.106126	0.8162	0.1779	0.6617	24	5	5
ABCA5	0.0516581	-0.62484	0.001	0.2	0.0228217	-0.197319	1	0.0228217	0.8167	0.9475	0.763	7	2	5
FAT1	0.0134437	-0.319497	0.001	0.2	0.0109729	-0.0672029	1	0.0109729	0.8171	1	1	101	2	21
KCTD1	0.0301484	0.334523	0.001	0.2	0.0841023	0.207996	1	0.0841023	0.8172	0.8275	0.8359	31	8	16
FAT3	0.0318835	-0.313555	0.001	0.2	0.228033	-0.378805	1	0.228033	0.8179	0.5854	0.6573	67	5	15
CACNA2D1	0.0280773	0.341491	0.001	0.2	0.301644	0.301759	1	0.301644	0.8179	0.5964	0.5653	49	6	31
GTF2H3	0.0138343	0.369684	0.001	0.2	0.0680386	0.16738	1	0.0680386	0.818	0.7121	0.6613	4	1	20
SPG11	0.0372102	-0.581928	0.001	0.2	2.74E-05	-0.00609811	1	2.74E-05	0.8183	0.8183	0.9119	21	2	6
BHMT2	0.0155028	0.27713	0.001	0.2	0.32264	0.127806	1	0.32264	0.8186	0.5385	0.4974	70	3	166
EHD2	0.0382047	-0.432404	0.001	0.2	0.176295	-0.433274	1	0.176295	0.819	0.819	0.819	5	2	8
FAM189A1	0.0563734	-0.461645	0.001	0.2	-0.109561	-3.3013	0.248789	0.00160165	0.819	0.9955	0.9882	70	9	108
SMARCD3	0.0195354	-0.465972	0.001	0.2	0.00056248	0.0329247	1	0.00056248	0.8204	1	1	4	2	5
TBC1D1	0.0158809	-0.357422	0.001	0.2	0.157559	-0.393305	1	0.157559	0.8205	0.7763	0.7376	32	3	9
ANKRD13C	0.0102769	0.223275	0.001	0.2	3.33E-05	0.00440615	1	3.33E-05	0.8205	1	1	8	3	14
RINT1	0.063	-0.415337	0.001	0.2	0.158564	-0.324365	1	0.158564	0.8207	0.7656	0.717	19	6	13
SLFN11	0.00787402	0.282007	0.001	0.2	0.0393557	0.0419383	1	0.0393557	0.8219	0.7961	0.7896	2	1	206
SLFN12	0.00787402	0.282007	0.001	0.2	0.0393557	0.0419383	1	0.0393557	0.8219	0.7961	0.7896	4	1	206
BMPR2	0.0121341	0.376885	0.001	0.2	0.0331482	0.15511	1	0.0331482	0.8223	0.981	0.964	9	3	13
ARFGEF1	0.018832	0.307112	0.001	0.2	0.0940539	0.20218	1	0.0940539	0.8233	0.6934	0.69	3	3	19
SV2B	0.010299	-0.280934	0.001	0.2	0.0149719	-0.159304	1	0.0149719	0.8241	1	1	19	4	5
PTGIS	0.0293268	-0.35342	0.001	0.2	0.429706	-0.263622	1	0.429706	0.8242	0.4759	0.4236	21	5	53
NEFH	0.0354046	-0.34618	0.001	0.2	0.190639	-0.441355	1	0.190639	0.8256	0.8256	0.8256	12	3	11
SLC10A2	0.0150484	-0.393458	0.001	0.2	0.594817	-0.194859	1	0.594817	0.826	0.3384	0.3013	11	3	136
CACNA1C	0.138741	-0.650599	0.001	0.2	0.44706	-0.734417	1	0.44706	0.8262	0.8262	0.8262	79	4	8
FGF1	0.0197185	0.28198	0.001	0.2	0.103764	0.274336	1	0.103764	0.827	0.7887	0.7492	16	3	12
LIPC	0.0234611	-0.682905	0.001	0.2	-0.00741084	-5	0.290633	0.0300681	0.8273	0.5236	0.871	18	2	37
PPM1L	0.0124847	0.173129	0.001	0.2	0.0357652	0.13435	1	0.0357652	0.8284	0.8963	0.8582	21	5	17
MT1X	0.0078256	-0.281173	0.001	0.2	0.0397821	-0.121194	1	0.0397821	0.8284	0.8284	0.8284	1	1	27
"PDXDC1,RRN3"	0.00288369	0.175131	0.001	0.2	0.0152638	0.0379224	1	0.0152638	0.8284	0.8284	0.8284	2	1	92
TMEFF2	0.0282096	-0.325242	0.001	0.2	0.0595946	-0.197626	1	0.0595946	0.8289	0.8676	0.847	25	10	13
CFAP54	0.0493534	-0.486388	0.001	0.2	0.106647	-0.395417	1	0.106647	0.8291	0.745	0.745	35	4	6
SOX5	0.0464365	0.275332	0.001	0.2	0.179492	0.229382	1	0.179492	0.8291	0.7548	0.7142	86	12	28
"MTHFS,ST20-MTHFS"	0.0162619	-0.273837	0.001	0.2	0.0205372	-0.184784	1	0.0205372	0.8297	1	1	5	3	5
SMPD3	0.0412592	-0.358397	0.001	0.2	0.141853	-0.386988	1	0.141853	0.8297	0.7007	0.6915	48	5	8
SEC16B	0.0304477	0.39134	0.001	0.2	0.167187	0.432716	1	0.167187	0.8297	0.7804	0.7804	15	2	8
WDR93	0.0422379	0.46032	0.001	0.2	0.184671	0.455318	1	0.184671	0.8299	0.8299	0.8299	7	2	8
COL22A1	0.0493712	-0.512789	0.001	0.2	0.0718726	-0.271037	1	0.0718726	0.8303	0.6022	0.6294	60	2	10
FTO	0.0632094	-0.473546	0.001	0.141018	0.0158958	0.143867	0.294203	0.0150377	0.8308	0.9202	0.9062	207	29	72
RORB	0.0339104	-0.46562	0.001	0.2	0.012557	-0.12057	1	0.012557	0.8309	0.8654	0.9299	29	2	8
OC90	0.0123589	0.251089	0.001	0.2	0.0583662	0.26414	1	0.0583662	0.8311	1	1	12	2	9
ATP6V0A4	0.00274068	0.181256	0.001	0.2	0.00373269	0.0713717	1	0.00373269	0.8316	0.7684	0.9368	16	3	6
SYT9	0.0431854	-0.485752	0.001	0.2	0.184864	-0.443437	1	0.184864	0.8316	0.7803	0.796	45	4	8
IL16	0.0638143	-0.44933	0.001	0.2	0.170306	-0.394286	1	0.170306	0.8316	0.85	0.8387	18	6	10
OR2A5	0.0148692	-0.382697	0.001	0.2	0.0732459	-0.165582	1	0.0732459	0.8316	0.8316	0.8316	1	1	22
ANKRD36	0.00689088	-0.264532	0.001	0.2	0.0348897	-0.047501	1	0.0348897	0.8318	0.8063	0.8248	4	1	139
AXDND1	0.0334573	0.356304	0.001	0.2	0.0434531	0.203901	1	0.0434531	0.8322	0.952	0.8895	15	3	9
SEL1L2	0.0086624	0.213261	0.001	0.2	0.0544348	0.23166	1	0.0544348	0.8323	1	0.8277	20	2	10
HAO2	0.0141942	0.268353	0.001	0.2	0.0710243	0.309139	1	0.0710243	0.8324	0.8324	0.7775	4	2	6
FOPNL	0.00526835	0.232671	0.001	0.2	0.0269556	0.0594125	1	0.0269556	0.8337	0.804	0.8432	3	1	68
SLC23A2	0.00683522	-0.263506	0.001	0.2	0.0348524	-0.110028	1	0.0348524	0.8342	0.6902	0.8237	4	1	25
BCL2	0.0352479	-0.416128	0.001	0.2	0.0837107	-0.267085	1	0.0837107	0.8344	0.8344	0.8155	18	8	10
SRBD1	0.0078151	-0.280992	0.001	0.2	0.0396333	-0.117382	1	0.0396333	0.8344	0.8344	0.8344	24	1	25
ASAH2	0.00860361	0.294265	0.001	0.2	0.0430141	0.125474	1	0.0430141	0.8348	0.7344	0.7895	6	1	25
CHP1	0.0447596	-0.385	0.001	0.2	0.226469	-0.459198	1	0.226469	0.8352	0.7422	0.7422	6	3	12
WAPL	0.099323	0.641441	0.001	0.2	0.179534	0.498904	1	0.179534	0.8356	0.857	0.857	12	3	6
PTCHD1	0.0294752	-0.253706	0.001	0.2	0.000547505	-0.0129171	1	0.000547505	0.8361	0.9349	0.9558	16	6	28
SCGN	0.222514	0.824543	0.001	0.2	0.720149	0.973698	1	0.720149	0.8363	0.6586	0.7255	36	4	7
CHCHD6	0.0278585	-0.348002	0.001	0.2	0.111629	-0.412534	1	0.111629	0.837	0.7569	0.7569	11	4	6
TTC21B	0.0508097	-0.520671	0.001	0.2	0.078124	-0.288017	1	0.078124	0.837	0.5924	0.6521	7	2	8
DCDC2C	0.106765	-0.570957	0.001	0.2	0.336716	-0.639231	1	0.336716	0.8372	0.8372	0.8372	29	4	8
SLC27A6	0.0291495	0.516081	0.001	0.2	0.000835159	-0.0330072	1	0.000835159	0.8373	1	1	9	2	7
SLC25A21	0.0352641	-0.487654	0.001	0.169693	0.271248	-0.247183	1	0.271248	0.8373	0.6891	0.6456	125	10	41
C16orf72	0.00606299	-0.248811	0.001	0.2	0.0310752	-0.10293	1	0.0310752	0.8376	0.8376	0.8376	7	1	25
RAD51AP1	0.0644739	-0.567581	0.001	0.2	0.17035	-0.499299	1	0.17035	0.8382	0.7261	0.7533	5	2	6
MBL2	0.00641503	-0.25562	0.001	0.2	0.0327425	-0.10873	1	0.0327425	0.8382	0.6862	0.8103	7	1	23
ZNF521	0.0266469	0.316118	0.001	0.2	0.105425	0.382172	1	0.105425	0.8384	0.7518	0.7419	10	4	8
PDE11A	0.0410719	0.450302	0.001	0.2	-0.0780357	0.966516	0.225897	0.152599	0.8387	0.9852	0.7379	41	5	53
C4orf22	0.0209993	-0.29173	0.001	0.2	0.0363715	-1.33826	0.223384	0.0268148	0.8392	0.8693	0.8708	24	8	15
SP140L	0.0156782	-0.392536	0.001	0.2	0.0777284	-0.166663	1	0.0777284	0.8398	0.8398	0.8398	13	1	25
PRKCE	0.0826603	0.404819	0.001	0.2	0.237808	0.24697	1	0.237808	0.84	0.7237	0.7412	96	6	33
PNPLA1	0.0179505	0.413027	0.001	0.2	0.000104248	0.00989171	1	0.000104248	0.8401	0.9611	0.8871	74	4	9
RSF1	0.0158066	-0.282577	0.001	0.2	0.0787735	-0.186592	1	0.0787735	0.8403	0.8045	0.7214	11	2	19
MOK	0.00985324	0.225453	0.001	0.2	0.134033	0.293288	1	0.134033	0.8404	0.7123	0.7332	8	3	13
EHF	0.0108303	0.328678	0.001	0.2	0.053541	0.129782	1	0.053541	0.8412	0.8412	0.8412	17	1	30
IMMT	0.00942098	0.30738	0.001	0.2	0.0470909	0.122397	1	0.0470909	0.8413	0.71	0.809	3	1	26
CLSTN2	0.028577	-0.291969	0.001	0.2	0.0747786	-0.209875	1	0.0747786	0.8415	0.8303	0.8122	97	5	15
CHRM3	0.0326035	-0.310424	0.001	0.2	3.37E-05	0.00458513	1	3.37E-05	0.8422	0.9394	0.9347	33	7	14
MAU2	0.10044	0.642185	0.001	0.2	0.199089	0.52087	1	0.199089	0.8423	0.8645	0.8423	25	3	6
"CD300LF,RAB37"	0.0111773	0.298892	0.001	0.2	0.0659196	0.188967	1	0.0659196	0.8425	0.7915	0.749	4	2	16
CPS1	0.0404294	-0.385045	0.001	0.2	0.125552	-0.42966	1	0.125552	0.8429	0.757	0.757	14	4	6
PINX1	0.00929803	-0.219378	0.001	0.2	0.0500299	-0.135677	1	0.0500299	0.8431	0.8615	0.8602	50	2	23
SEC14L2	0.00566415	-0.261809	0.001	0.2	0.0177216	-0.172456	1	0.0177216	0.8433	1	1	9	3	5
NBDY	0.00358586	-0.14159	0.001	0.2	0.00155966	-0.0278951	1	0.00155966	0.8439	0.8569	0.8628	4	2	19
MRPL18	0.0538365	0.753017	0.001	0.2	0.00239768	5	0.295178	0.00137688	0.8442	0.8442	1	7	2	5
MBOAT1	0.0106761	-0.274013	0.001	0.2	0.00675281	-0.106617	1	0.00675281	0.8447	1	1	17	4	5
ITIH2	0.0342647	0.450008	0.001	0.2	0.00424978	-0.0565352	1	0.00424978	0.8448	0.9447	0.9603	15	3	11
ARHGAP15	0.0232425	0.28596	0.001	0.2	0.00228939	-0.0223483	1	0.00228939	0.845	0.9682	0.9991	24	9	42
XAGE3	0.00304166	-0.179533	0.001	0.2	-0.105361	-5	0.1	-18.4207	0.845	1	1	1	1	466
GAA	0.0144704	0.2731	0.001	0.2	0.0898637	0.268541	1	0.0898637	0.8451	0.8031	0.7961	11	2	11
TRPM2	0.0184486	-0.260974	0.001	0.2	0.0328025	-0.18967	1	0.0328025	0.846	1	1	9	3	8
GFRAL	0.00384747	-0.161608	0.001	0.2	0.000410135	-0.0183508	1	0.000410135	0.8462	0.813	1	16	2	10
MPDZ	0.0886834	-0.59668	0.001	0.2	0.36985	-0.67445	1	0.36985	0.8464	0.7139	0.6819	43	3	8
BMPER	0.077798	-0.527752	0.001	0.2	0.305188	-0.632353	1	0.305188	0.8474	0.7656	0.6207	34	3	7
C21orf2	0.0217901	-0.332891	0.001	0.2	0.117382	-0.396362	1	0.117382	0.8475	0.7367	0.7705	6	2	7
CCDC91	0.0333622	-0.231513	0.001	0.2	0.401887	-0.213325	1	0.401887	0.8475	0.5942	0.5583	211	16	77
XKR3	0.00746798	0.211806	0.001	0.2	0.00228958	0.00967547	1	0.00228958	0.8483	1	1	9	2	208
ATF7IP	0.0401616	-0.605054	0.001	0.2	9.57E-06	-0.00361914	1	9.57E-06	0.8485	1	1	32	2	6
NCS1	0.0454707	-1.08499	0.001	0.2	-0.00471913	5	0.291905	0.171515	0.8485	1	0.4233	7	2	6
WASHC5	0.00213181	-0.136528	0.001	0.2	0.00168366	0.0375504	1	0.00168366	0.8487	1	1	5	2	10
CYP1A1	0.00327363	-0.1085	0.001	0.2	0.000403334	0.0250989	1	0.000403334	0.8493	1	1	12	4	7
SYN3	0.0267224	-0.182177	0.001	0.2	0.106313	-0.19086	1	0.106313	0.8494	0.7524	0.7402	66	13	26
RPH3AL	0.0040225	0.204705	0.001	0.2	0.0208717	0.0822822	1	0.0208717	0.8495	0.8195	0.7886	69	1	26
AR	0.0241998	-0.275073	0.001	0.2	5.18E-06	0.00172716	1	5.18E-06	0.8501	0.9401	0.9336	39	8	16
VAV2	0.0446822	-0.439769	0.001	0.2	0.0866098	-0.29444	1	0.0866098	0.8502	0.8369	0.8369	44	3	9
ARID4B	0.00823611	0.209774	0.001	0.2	0.0650099	0.221974	1	0.0650099	0.8503	0.8503	0.8027	8	2	11
XRCC4	0.0225384	-0.28738	0.001	0.2	0.0459009	-0.175851	1	0.0459009	0.8511	0.869	0.8616	23	4	15
HAT1	0.0559098	0.558974	0.001	0.2	0.0998749	0.406436	1	0.0998749	0.8516	0.7407	0.7407	8	2	5
BACH2	0.016483	0.208021	0.001	0.2	0.0555176	0.213974	1	0.0555176	0.8523	0.8287	0.8039	29	7	10
CLEC3A	0.00355015	0.193005	0.001	0.2	0.0185484	0.07355	1	0.0185484	0.8526	0.7415	0.7538	2	1	30
RPTOR	0.0262858	-0.310347	0.001	0.2	0.0465815	-0.148507	1	0.0465815	0.8529	0.8855	0.8535	87	4	18
RTN4	0.0206627	-0.248715	0.001	0.2	0.0238925	-0.0829049	1	0.0238925	0.8536	0.8312	0.8753	22	4	32
GALNT17	0.025784	0.665274	0.0720112	0.125	0.0456005	5	0.226366	0.0195199	0.855	0.8099	0.9929	72	8	28
LRRC4C	0.0352511	-0.181542	0.001	0.2	0.146213	-0.0931705	1	0.146213	0.8553	0.7491	0.6919	119	18	145
LILRA2	0.00738683	-0.203135	0.001	0.2	0.0578858	-0.192617	1	0.0578858	0.856	0.8298	0.8298	2	2	15
DAW1	0.0702464	-0.681276	0.001	0.2	0.197751	-5	0.393636	0.0327973	0.8564	0.7606	1	7	3	6
"NFYA,OARD1"	0.0392408	-0.467358	0.001	0.2	0.0570849	-0.288505	1	0.0570849	0.8568	0.9477	1	8	2	6
UGT2B10	0.0195991	0.375212	0.001	0.2	-0.0965609	5	0.229517	0.0271758	0.8568	1	0.7766	13	2	47
H2BFM	0.00129554	-0.122152	0.001	0.2	0.00742715	-0.02161	1	0.00742715	0.8568	0.8568	0.8568	1	1	143
ARHGAP28	0.0140264	-0.298019	0.001	0.2	0.0703168	-0.182292	1	0.0703168	0.8571	0.8548	0.8548	14	2	18
VMP1	0.0352074	-0.446202	0.001	0.2	0.0450561	-0.256772	1	0.0450561	0.8576	0.9494	1	11	2	6
CPED1	0.0122579	-0.429353	0.001	0.2	0.134118	0.603924	0.671374	0.130105	0.8576	0.5027	0.4575	22	3	6
PASD1	0.0192664	0.225394	0.001	0.2	0.017195	0.0618106	1	0.017195	0.8576	0.8771	0.8843	15	6	40
SGSM3	0.018393	0.313118	0.001	0.2	0.0275533	0.212974	1	0.0275533	0.8579	0.8579	0.8579	14	4	5
LEP	0.0414982	-0.476148	0.001	0.2	0.0676994	-0.313933	1	0.0676994	0.8579	0.9493	1	6	2	6
DGKD	0.0288446	-0.384851	0.001	0.2	0.0400909	-0.209793	1	0.0400909	0.8583	0.9238	0.9676	12	3	8
CCDC141	0.0225049	0.371581	0.001	0.2	0.245314	0.546029	1	0.245314	0.8585	0.8407	0.807	16	3	7
LRFN5	0.0312382	0.276543	0.001	0.2	0.0099798	0.0691747	1	0.0099798	0.8587	1	1	33	11	18
"ARPC4-TTLL3,TTLL3"	0.0376625	-0.336091	0.001	0.2	0.057253	-0.141132	1	0.057253	0.8587	0.9273	0.9163	17	6	27
UTP14A	0.0221718	0.653252	0.001	0.2	0.0081052	0.440795	0.233099	0.00654001	0.8588	1	1	8	4	7
SLCO1B7	0.00823965	0.288219	0.001	0.2	0.0413726	0.10019	1	0.0413726	0.8592	0.8592	0.8592	20	1	35
RASGRP3	0.0114506	-0.200538	0.001	0.2	0.0563856	-0.147475	1	0.0563856	0.8597	0.9004	0.8792	22	3	24
MCM10	0.00512871	-0.19697	0.001	0.2	0.00330064	-0.0579655	1	0.00330064	0.861	1	1	11	2	8
LIX1L	0.00855453	-0.293457	0.001	0.2	0.0431229	-0.10227	1	0.0431229	0.8614	0.8614	0.8614	1	1	35
SPDYE16	0.00224941	0.156181	0.001	0.2	0.0121232	0.0278584	1	0.0121232	0.8614	0.8614	0.8614	1	1	134
"LIX1L,NBPF10,NBPF19,NBPF20"	0.0030905	-0.180872	0.001	0.2	0.016358	-0.0637455	1	0.016358	0.8616	0.8616	0.8616	3	1	34
LITAF	0.0162235	-0.257464	0.001	0.2	0.025281	-0.164426	1	0.025281	0.862	0.8766	0.9468	7	3	8
TEAD4	0.03733	-0.453699	0.001	0.2	0.0650626	-0.330779	1	0.0650626	0.8626	0.9662	1	19	2	5
RBMS1	0.000221078	0.0576621	0.001	0.2	3.15E-06	-0.00232364	1	3.15E-06	0.8626	1	1	14	3	5
NCF2	0.0151324	-0.306595	0.001	0.2	0.195311	-0.455016	1	0.195311	0.8633	0.7187	0.7675	24	3	8
CYP2A6	0.0102536	0.233974	0.001	0.2	0.0642592	0.217765	1	0.0642592	0.8634	0.8183	0.818	18	2	12
