Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles	cnv_call
MAGEA11	0.0046052	-0.218249	0.001	0.2	0.0238069	-0.0687998	1	0.0238069	0.8769	0.8756	0.8214	2	1	42	dup
FHAD1	0.0125139	-0.223057	0.001	0.2	0.0139283	-0.129728	1	0.0139283	0.8776	1	1	22	3	7	dup
CLIC5	0.0294012	-0.410618	0.001	0.2	0.0388713	-0.257521	1	0.0388713	0.8782	0.9608	1	34	2	5	dup
SPATA6	0.00782743	0.30196	0.001	0.2	0.0826465	-0.273887	1	0.0826465	0.8782	0.7534	0.7746	7	4	9	dup
CYP2B6	0.00901421	0.203276	0.001	0.2	0.0664578	0.230867	1	0.0664578	0.8783	0.841	0.7942	31	4	11	dup
CAMTA1	0.0107002	0.185536	0.001	0.2	0.0251656	0.142786	1	0.0251656	0.8788	0.968	0.9426	48	9	11	dup
THBS3	0.0303403	-0.42208	0.001	0.2	0.03528	-0.243099	1	0.03528	0.8794	0.9475	1	4	2	5	dup
PSMA4	0.0705294	0.500129	0.001	0.2	0.238387	0.586792	1	0.238387	0.88	0.88	0.88	15	3	6	dup
ACYP2	0.00078398	0.0894087	0.001	0.2	0.000581391	0.0208591	1	0.000581391	0.8801	0.9705	0.8738	36	2	11	dup
RBM3	0.00360258	-0.19434	0.001	0.2	0.0188956	-0.0580322	1	0.0188956	0.8812	0.8455	0.8208	1	1	49	dup
TBC1D25	0.00360258	-0.19434	0.001	0.2	0.0188956	-0.0580322	1	0.0188956	0.8812	0.8455	0.8208	1	1	49	dup
RBM28	0.0138923	0.737285	0.001	0.2	-0.00221806	5	0.293071	0.126491	0.8825	1	0.621	2	2	6	dup
FRMD5	0.00241858	0.123847	0.001	0.2	0.00416819	0.0753992	1	0.00416819	0.8826	0.9601	1	57	5	6	dup
SIRPG	0.042956	-0.421107	0.001	0.2	0.107862	-0.338936	1	0.107862	0.883	0.883	0.883	16	5	8	dup
GTF3C1	0.00476778	0.171152	0.001	0.2	0.0695568	0.201468	1	0.0695568	0.883	0.7114	0.6835	6	2	14	dup
MAGEA8	0.00299492	-0.178242	0.001	0.2	0.0157865	-0.0262889	1	0.0157865	0.8837	0.8621	0.8392	1	1	198	dup
CASQ2	0.0213448	-0.175097	0.222428	0.2	0.00267022	5	0.295306	0.342703	0.8845	0.993	0.5842	10	2	11	dup
ANKLE1	0.0378232	0.368908	0.001	0.2	0.141922	0.440312	1	0.141922	0.8854	0.8854	0.8854	15	4	6	dup
SLC7A13	0.00137989	0.125539	0.001	0.2	0.00781251	0.0360583	1	0.00781251	0.886	0.886	0.886	7	1	53	dup
NFAM1	0.00850294	0.210587	0.001	0.2	0.0292983	0.105459	1	0.0292983	0.8863	0.7291	0.8008	13	2	22	dup
INSR	0.0207852	-0.250652	0.001	0.2	0.156242	0.168477	1	0.156242	0.8867	0.7666	0.7388	54	9	46	dup
MSRA	0.00313557	-0.156358	0.001	0.2	0.012028	-0.0970342	1	0.012028	0.8872	0.9949	0.9617	94	2	12	dup
UNC13C	0.0103073	0.230917	0.001	0.2	0.0415486	0.161905	1	0.0415486	0.8874	0.8753	0.857	57	8	13	dup
CGNL1	0.0120321	-0.282078	0.001	0.2	0.629585	-0.221092	1	0.629585	0.8878	0.3459	0.3071	35	5	110	dup
GNA14	0.0158868	0.51789	0.001	0.2	0.012945	0.0984855	1	0.012945	0.8888	0.8298	1	8	2	11	dup
BCAR3	0.0237256	-0.360574	0.001	0.2	0.0287057	-0.207213	1	0.0287057	0.8897	1	0.8759	26	2	6	dup
EXT1	0.0358431	0.582255	0.0870916	0.2	0.135732	2.74987	0.251173	0.0339527	0.8903	0.8903	0.8903	23	5	7	dup
KDM6A	0.00414852	-0.323081	0.001	0.2	0.125042	-0.152746	1	0.125042	0.8907	0.6947	0.6047	32	2	46	dup
FTSJ1	0.0037982	0.247335	0.001	0.2	0.125986	0.405195	1	0.125986	0.8916	0.5586	0.7428	3	2	8	dup
MAML2	0.0223471	0.250619	0.001	0.2	0.0801645	0.291179	1	0.0801645	0.8917	0.824	0.7725	49	6	8	dup
THRB	0.016784	0.233365	0.001	0.2	0.0379367	0.150295	1	0.0379367	0.8924	0.8919	0.7881	27	7	14	dup
SARAF	0.00662973	0.24231	0.001	0.2	-0.10748	1.96391	0.166097	0.149195	0.8926	1	0.7137	7	3	22	dup
IQGAP1	0.00959545	-0.215296	0.001	0.2	-0.108894	-2.24985	0.103487	0.0317209	0.8929	0.9414	0.7743	19	3	33	dup
ABCG2	0.0312772	-0.438655	0.001	0.2	0.0196908	0.114021	1	0.0196908	0.8936	1	1	44	4	14	dup
LINGO1	0.0154833	-0.268595	0.001	0.2	0.00241255	-0.0623333	1	0.00241255	0.8943	0.9033	0.9033	26	3	9	dup
AOAH	0.0188801	0.431609	0.001	0.2	0.0419982	0.240304	1	0.0419982	0.8947	0.9096	0.9607	22	3	6	dup
ZDHHC14	0.0227705	0.300803	0.001	0.2	0.00478507	0.0627524	1	0.00478507	0.8949	1	1	32	3	11	dup
LRP1B	0.0142757	0.182843	0.001	0.2	0.0090993	0.0570041	1	0.0090993	0.8957	0.9804	0.9733	89	16	23	dup
"NTAN1,PDXDC1"	0.00198092	0.147412	0.001	0.2	0.010829	0.0377063	1	0.010829	0.8957	0.8957	0.8957	3	1	66	dup
PDXDC1	0.00198092	0.147412	0.001	0.2	0.010829	0.0377063	1	0.010829	0.8957	0.8957	0.8957	2	1	66	dup
RRN3	0.00198092	0.147412	0.001	0.2	0.010829	0.0377063	1	0.010829	0.8957	0.8957	0.8957	1	1	66	dup
SLC25A37	0.00401639	-0.124181	0.001	0.2	0.00230321	-0.065258	1	0.00230321	0.8958	1	0.9391	15	5	6	dup
LRRFIP1	0.011604	0.196675	0.001	0.2	0.0709136	0.239857	1	0.0709136	0.8968	0.8123	0.6985	55	7	10	dup
ZNF841	0.00593316	-0.24625	0.001	0.2	0.0303103	-0.0646222	1	0.0303103	0.897	0.897	0.897	9	1	66	dup
GPR160	0.00841463	0.165328	0.001	0.2	0.00455496	0.0690739	1	0.00455496	0.8971	1	1	21	5	8	dup
H2BFWT	0.00168564	-0.137109	0.001	0.2	-0.105361	-5	0.1	-18.4207	0.8972	1	1	1	1	277	dup
DSG3	0.075203	0.583194	0.001	0.2	-0.0707339	1.86766	0.267419	0.0158853	0.8977	1	0.8763	29	3	36	dup
ZNF350	0.00191563	-0.145197	0.001	0.2	0.0105256	-0.0383481	1	0.0105256	0.898	0.898	0.898	4	1	65	dup
ZNF432	0.00191563	-0.145197	0.001	0.2	0.0105256	-0.0383481	1	0.0105256	0.898	0.898	0.898	4	1	65	dup
ZNF577	0.00191563	-0.145197	0.001	0.2	0.0105256	-0.0383481	1	0.0105256	0.898	0.898	0.898	4	1	65	dup
ZNF613	0.00191563	-0.145197	0.001	0.2	0.0105256	-0.0383481	1	0.0105256	0.898	0.898	0.898	2	1	65	dup
ZNF614	0.00191563	-0.145197	0.001	0.2	0.0105256	-0.0383481	1	0.0105256	0.898	0.898	0.898	4	1	65	dup
ZNF649	0.00191563	-0.145197	0.001	0.2	0.0105256	-0.0383481	1	0.0105256	0.898	0.898	0.898	4	1	65	dup
PLS3	0.0883218	-0.577158	0.001	0.2	0.248545	-0.635388	1	0.248545	0.8984	0.8984	0.8984	7	3	5	dup
SLCO6A1	0.0128643	0.260887	0.147321	0.2	-0.00103423	5	0.293618	0.222673	0.8986	1	0.5947	17	2	12	dup
COL4A3	0.0377607	0.525537	0.001	0.2	0.000878476	-0.0324001	1	0.000878476	0.8994	1	0.9619	14	3	7	dup
FHIT	0.0149427	-0.141931	0.001	0.2	0.00546695	0.0294858	1	0.00546695	0.8999	0.9948	1	223	17	55	dup
GDPD2	0.0214027	-0.279036	0.001	0.2	0.0493259	-0.222401	1	0.0493259	0.9005	0.8489	0.837	8	3	10	dup
IMMP2L	0.0129417	-0.222651	0.001	0.2	0.0451585	-0.128642	1	0.0451585	0.9025	0.9208	0.9141	77	7	25	dup
LEMD1	0.119884	0.665778	0.001	0.2	0.349742	0.753695	1	0.349742	0.9026	0.9026	0.9026	22	3	5	dup
NUP160	0.0179926	0.774242	0.001	0.2	0.00267228	5	0.295305	0.0817156	0.9031	1	1	5	2	5	dup
PLB1	0.127022	0.682429	0.001	0.2	0.373347	0.778278	1	0.373347	0.9039	0.9039	0.9039	98	3	5	dup
"IQCJ-SCHIP1,SCHIP1"	0.015475	-0.323355	0.001	0.2	0.000318753	0.0181862	1	0.000318753	0.9039	1	1	62	2	8	dup
FARS2	0.0108359	0.171737	0.001	0.2	0.128355	0.275087	1	0.128355	0.9046	0.8579	0.8569	80	7	15	dup
WNT3	0.00403907	-0.117927	0.001	0.2	0.00444151	-0.0639721	1	0.00444151	0.9057	1	0.8889	14	7	9	dup
RAF1	0.00290587	-0.121937	0.001	0.2	0.0018001	-0.0313692	1	0.0018001	0.9062	0.9186	0.9104	6	3	15	dup
SGMS1	0.0170266	-0.30549	0.001	0.2	0.00155234	0.0318495	1	0.00155234	0.9066	1	1	47	3	15	dup
PAK3	0.00648484	0.222166	0.001	0.2	0.00261542	0.0516506	1	0.00261542	0.9075	0.9927	1	15	5	8	dup
SYNE1	0.0105048	-0.25312	0.001	0.2	0.0286504	-0.162018	1	0.0286504	0.9089	1	1	52	5	9	dup
TMEM231	0.00228888	0.222387	0.001	0.2	0.22162	0.0540096	1	0.22162	0.9098	0.544	0.5289	5	2	671	dup
WDR36	0.00540043	-0.135934	0.001	0.2	0.00925444	0.0213925	1	0.00925444	0.9144	0.8783	0.934	6	4	177	dup
RADIL	0.00451575	0.171443	0.001	0.2	0.00760175	0.0807936	1	0.00760175	0.9148	1	1	13	2	10	dup
C11orf65	0.00710811	-0.223302	0.001	0.2	0.0301554	-0.0894471	1	0.0301554	0.915	0.8172	0.8407	5	3	32	dup
HPCAL1	0.006269	0.219912	0.001	0.2	0.000168231	-0.0107728	1	0.000168231	0.916	0.8882	0.9174	26	5	12	dup
CPEB1	0.0928564	-0.649073	0.001	0.2	0.280968	-0.781275	1	0.280968	0.9162	0.9162	0.9162	12	3	5	dup
ECE2	0.0234111	0.394417	0.001	0.2	0.00946189	0.125118	1	0.00946189	0.9198	1	1	2	2	5	dup
ANTXRL	0.00160465	-0.134143	0.001	0.2	-0.105361	-5	0.1	-18.4207	0.9201	1	1	1	1	452	dup
ZNF844	0.00563397	0.235306	0.001	0.2	0.0294187	-0.187828	1	0.0294187	0.9202	1	1	4	2	7	dup
GSN	0.00945016	-0.0745228	0.0948183	0.2	0.0109116	-0.627428	0.204988	0.00669856	0.9203	1	1	45	5	9	dup
PTPRE	0.0166139	-0.27564	0.001	0.2	0.243441	-0.434574	1	0.243441	0.9207	0.7154	0.7419	21	4	11	dup
PSMD2	0.00427558	-0.165668	0.001	0.2	0.0061746	-0.0797641	1	0.0061746	0.9217	1	1	2	2	8	dup
ALDH4A1	0.0157095	0.782674	0.001	0.2	0.00267022	5	0.295306	0.198717	0.9217	0.845	0.7608	30	2	9	dup
RHBDD1	0.0263171	0.754574	0.001	0.2	0.00267297	5	0.295305	0.0239057	0.9219	1	1	14	2	5	dup
GSTA1	0.00752374	0.210091	0.001	0.2	0.0167697	0.113996	1	0.0167697	0.9226	1	1	7	2	11	dup
PDGFD	0.114151	-0.679502	0.001	0.2	0.370352	-0.890966	1	0.370352	0.9234	0.9234	0.9234	30	3	5	dup
AMZ1	0.00396035	-0.00488835	0.0731527	0.2	0.182579	0.28688	1	0.182579	0.9244	0.7024	0.675	15	4	19	dup
MCPH1	0.00267344	0.106725	0.001	0.2	0.00277483	0.0268372	1	0.00277483	0.9251	0.9078	0.9064	39	3	34	dup
DUSP8	0.0137507	0.265301	0.001	0.2	0.0624151	0.255723	1	0.0624151	0.9252	1	0.9686	3	2	8	dup
PAK2	0.00671092	0.1945	0.001	0.2	0.0514197	0.219865	1	0.0514197	0.9254	0.9014	0.822	14	2	9	dup
TBC1D22A	0.00406318	0.205681	0.001	0.2	0.0210826	0.147499	1	0.0210826	0.9261	0.9835	0.9644	59	1	8	dup
HDX	0.0107536	0.264047	0.001	0.2	0.00136764	-0.0355241	1	0.00136764	0.9271	1	1	8	3	9	dup
TGFBR2	0.00316387	0.106272	0.001	0.2	1.59E-06	0.000934482	1	1.59E-06	0.9289	1	1	51	10	15	dup
ZNF81	0.0334016	0.358311	0.001	0.2	0.076109	0.300451	1	0.076109	0.9293	0.8836	0.8695	3	3	7	dup
AGBL1	0.0101247	-0.14968	0.001	0.2	0.0319842	-0.127693	1	0.0319842	0.9301	0.9178	0.8853	174	7	16	dup
FAM107B	0.0289052	0.339891	0.001	0.2	0.0911581	0.306669	1	0.0911581	0.9302	0.8425	0.8425	39	4	8	dup
TRMT1L	0.00177994	0.140483	0.001	0.2	0.00980454	0.0242147	1	0.00980454	0.9321	0.9266	0.8817	4	1	145	dup
RTL4	0.00489341	-0.110919	0.001	0.2	6.38E-05	0.000757139	1	6.38E-05	0.9334	0.9189	0.9825	27	11	974	dup
VANGL1	0.00777587	0.334346	0.001	0.2	0.199628	-0.362575	1	0.199628	0.9339	0.762	0.6847	16	3	13	dup
GRM8	0.00355987	0.115954	0.001	0.2	0.000533834	0.0168268	1	0.000533834	0.9349	0.9989	1	27	5	16	dup
CATSPERB	0.00189083	0.101262	0.001	0.2	0.00196379	0.0403021	1	0.00196379	0.9354	0.9942	1	51	3	10	dup
FAM185A	0.053028	0.465452	0.001	0.2	0.0345298	0.197017	1	0.0345298	0.9361	1	1	3	3	9	dup
ADGRE1	0.00113572	-0.115458	0.001	0.2	0.00662582	-0.0190202	1	0.00662582	0.9378	0.9378	0.9378	10	1	160	dup
RCAN1	0.00141445	-0.0961374	0.001	0.2	0.000454429	0.00904964	1	0.000454429	0.9382	1	1	5	2	47	dup
GRM7	0.00539873	-0.18387	0.001	0.2	0.0529808	-0.189461	1	0.0529808	0.9385	0.7216	0.6466	165	2	14	dup
LEPR	0.00563536	0.23533	0.001	0.2	-0.0937226	5	0.23258	0.0818489	0.939	1	0.8196	36	2	17	dup
"CORO7,CORO7-PAM16"	0.0122759	-0.298303	0.001	0.2	0.0117534	0.0907774	1	0.0117534	0.9391	0.7131	0.8635	3	2	12	dup
SYNPR	0.0356456	-0.359739	0.001	0.2	7.56E-05	0.00696291	1	7.56E-05	0.9392	1	1	42	5	13	dup
CCT8L2	0.000744066	0.0971011	0.001	0.2	0.00468089	0.015649	1	0.00468089	0.9399	0.9399	0.9399	1	1	161	dup
PDLIM5	0.0119902	-0.280205	0.001	0.2	1.83E-05	0.00315766	1	1.83E-05	0.9423	0.944	0.9544	85	7	16	dup
RAP1GAP2	0.00403055	0.108608	0.001	0.2	0.343893	0.182503	1	0.343893	0.9437	0.5477	0.584	37	7	92	dup
FGD4	0.0152656	-0.213635	0.001	0.2	0.0217442	-0.18779	1	0.0217442	0.9439	1	1	12	4	6	dup
SALL3	0.0019606	-0.107028	0.001	0.2	0.0660332	0.164124	1	0.0660332	0.946	0.8952	0.8866	15	4	20	dup
KIF26B	0.00334611	-0.115371	0.001	0.2	0.237226	-0.282397	1	0.237226	0.9463	0.7278	0.7175	114	8	26	dup
MEGF11	0.000193268	-0.0494916	0.001	0.2	0.00263985	-0.0493362	1	0.00263985	0.9468	1	0.9845	59	4	9	dup
SH3GL2	0.000925646	-0.0706929	0.001	0.2	0.115666	0.0866198	1	0.115666	0.9481	0.7025	0.649	48	4	132	dup
NTM	0.0148085	-0.243576	0.0755556	0.2	0.104284	-2.23514	0.241854	0.0412042	0.9493	0.7157	1	49	6	8	dup
ZNF839	0.016414	-0.291426	0.001	0.2	0.067915	-0.272909	1	0.067915	0.9495	0.8017	0.8017	3	2	8	dup
XKR6	0.0255183	-0.274907	0.001	0.2	0.0798661	-0.291284	1	0.0798661	0.9495	0.8196	0.7285	54	4	8	dup
PDS5A	0.000236282	-0.0568202	0.001	0.2	0.0103171	0.0736917	1	0.0103171	0.9497	0.8833	0.9325	17	3	16	dup
SLC25A26	0.0024765	0.0952428	0.001	0.2	0.0022997	0.0387075	1	0.0022997	0.9498	1	1	17	4	15	dup
LRRC4C	0.00433522	0.124822	0.001	0.2	0.000235554	0.0155557	1	0.000235554	0.9511	0.864	0.8362	42	5	8	dup
NSMCE2	0.00548548	0.223101	0.001	0.2	0.0613254	0.237749	1	0.0613254	0.9512	0.8154	0.8154	33	2	9	dup
PIGB	0.0123698	-0.2539	0.001	0.2	0.0524724	-0.241817	1	0.0524724	0.9521	1	1	4	2	8	dup
SUGCT	0.00583345	0.122767	0.001	0.2	8.92E-05	0.00825454	1	8.92E-05	0.9535	0.9501	0.981	58	6	13	dup
SSX5	0.000105085	-0.0502582	0.001	0.2	7.42E-05	-0.00409947	1	7.42E-05	0.9575	1	1	2	2	39	dup
IL1RAPL1	0.00252613	0.0745564	0.001	0.2	0.00216538	0.0156873	1	0.00216538	0.9578	0.941	0.9396	52	10	74	dup
BANP	-0.00031474	0.0246962	0.001	0.166667	0.00290845	-0.0465695	1	0.00290845	0.9589	0.9573	0.9458	19	6	11	dup
DCDC2C	0.0181276	-0.269791	0.001	0.2	0.0420941	-0.248193	1	0.0420941	0.9595	1	1	29	3	6	dup
RAB3C	-0.000241871	0.024966	0.001	0.166667	0.00120231	0.0288098	1	0.00120231	0.9601	0.9627	1	177	6	12	dup
POF1B	0.00459007	-0.182401	0.001	0.2	0.0606864	-0.298382	1	0.0606864	0.9604	1	1	4	2	7	dup
BMPR1B	0.00526236	-0.137152	0.001	0.2	0.000369553	-0.016858	1	0.000369553	0.961	1	1	42	6	11	dup
PHKA1	0.000377387	-0.0626637	0.001	0.2	0.00225932	-0.0484036	1	0.00225932	0.9618	0.8265	1	7	2	9	dup
NRXN1	0.00539488	0.128571	0.001	0.2	0.0305051	0.161128	1	0.0305051	0.9624	0.9515	0.9709	67	6	10	dup
ADAMTS17	0.000448713	-0.0683146	0.001	0.2	0.0806809	-0.121396	1	0.0806809	0.9637	0.8295	0.8141	109	3	49	dup
SLC39A9	0.000279452	-0.0525422	0.001	0.2	0.00156619	-0.0183347	1	0.00156619	0.9681	0.9668	1	5	4	41	dup
GAB1	0.00162936	0.125464	0.001	0.2	0.0480651	-0.176808	1	0.0480651	0.9688	0.7791	0.7132	14	4	13	dup
SHROOM2	0.000583566	-0.0444865	0.001	0.165705	0.071185	0.0576432	1	0.071185	0.9705	0.8302	0.7966	79	27	202	dup
PIBF1	0.0102315	0.205642	0.001	0.2	0.0697435	0.239195	1	0.0697435	0.9717	0.7962	0.8233	68	5	10	dup
GABRG3	0.00545787	0.173793	0.001	0.2	0.000463275	0.0237228	1	0.000463275	0.9728	0.8181	0.7919	62	5	7	dup
SOD2	0.00157745	0.0767728	0.001	0.2	0.00643427	-0.068786	1	0.00643427	0.973	0.99	1	33	7	12	dup
LINGO2	0.000760253	0.0451091	0.001	0.2	0.0478624	0.0862464	1	0.0478624	0.976	0.8899	0.8418	128	20	55	dup
ADCY2	0.00113272	-0.0892157	0.001	0.2	0.00999836	-0.0524761	1	0.00999836	0.9766	0.9173	0.9968	54	5	31	dup
UHRF1BP1L	0.0313941	-0.476235	0.001	0.2	0.0519192	0.218578	1	0.0028784	0.977	0.7438	1	6	3	11	dup
NRXN3	8.53E-05	-0.0432225	0.001	0.100438	0.00810825	0.0755066	1	0.00810825	0.9783	0.9997	1	153	10	14	dup
PLEKHA4	0.0388636	0.484013	0.001	0.2	0.0736265	0.413283	1	0.0736265	0.9785	1	1	7	2	5	dup
COL18A1	0.00069873	0.0626258	0.001	0.2	0.0706592	0.184884	1	0.0706592	0.9786	0.8754	0.8512	43	7	17	dup
SLC10A2	-5.00E-05	0.0113938	0.001	0.2	-0.113923	0.896759	0.121778	0.48212	0.983	0.9944	0.3753	11	3	133	dup
ALPK2	0.103679	-0.530211	0.001	0.2	0.395057	-0.943992	1	0.395057	0.9838	1	0.9838	38	4	6	dup
NPHP4	0.0704332	0.514439	0.001	0.2	0.20831	0.660379	1	0.20831	0.9853	0.9853	0.9853	19	3	5	dup
CDC42BPB	0.0103574	-0.168395	0.001	0.2	0.0030274	-0.0659246	1	0.0030274	0.9859	1	1	18	5	8	dup
GPR143	0.000300515	0.0589174	0.001	0.2	0.0443298	-0.103107	1	0.0443298	0.991	0.8569	0.854	7	3	35	dup
DGKB	0.00010714	-0.0443762	0.001	0.187242	0.0884492	-0.219267	1	0.0884492	0.9944	0.8809	0.8737	43	6	16	dup
BLK	0.000369186	-0.0172464	0.0281382	0.2	0.265278	-0.376675	1	0.265278	0.9949	0.6768	0.6576	24	3	16	dup
PLEKHH2	0.0121353	-0.21235	0.001	0.2	0.0559881	-0.301793	1	0.0559881	0.9965	1	1	24	4	6	dup
DPCD	-0.000157896	0.0204828	0.001	0.2	0.000209593	0.0201188	1	0.000209593	1	0.7285	0.7707	2	1	5	dup
GDF10	0.0169835	-0.407853	0.001	0.2	0.0836087	-0.377047	1	0.0836087	1	1	1	2	1	5	dup
GDF2	0.0169835	-0.407853	0.001	0.2	0.0836087	-0.377047	1	0.0836087	1	1	1	2	1	5	dup
ITIH5	0.00900898	-0.197191	0.001	0.2	0.0109646	-0.135417	1	0.0109646	1	1	1	24	3	5	dup
ST8SIA6	-0.000123797	0.0275812	0.001	0.2	0.000379495	0.0255983	1	0.000379495	1	0.9465	1	3	1	5	dup
UNC5B	0.00532852	-0.174365	0.001	0.2	0.0319089	-0.233512	1	0.0319089	1	0.8982	0.8532	12	3	5	dup
ZNF365	-6.73E-05	-0.018213	0.001	0.2	4.73E-05	-0.00958627	1	4.73E-05	1	0.8347	0.9398	37	5	5	dup
ZNF488	0.0169835	-0.407853	0.001	0.2	0.0836087	-0.377047	1	0.0836087	1	1	1	2	1	5	dup
AGBL2	8.70E-06	0.0456732	0.001	0.2	0.00103955	0.0417877	1	0.00103955	1	0.8891	1	5	1	5	dup
KRTAP5-3	0.00238626	0.160464	0.001	0.2	0.0129546	0.146534	1	0.0129546	1	1	1	1	1	5	dup
KRTAP5-4	0.00238626	0.160464	0.001	0.2	0.0129546	0.146534	1	0.0129546	1	1	1	1	1	5	dup
MYO7A	0.00246038	0.169666	0.001	0.2	0.0874384	0.411422	1	0.0874384	1	0.8753	0.8616	48	2	5	dup
CFAP54	0.011073	-0.26446	0.001	0.2	0.00832079	-0.1184	1	0.00832079	1	1	1	35	4	5	dup
ETNK1	0.000417125	-0.0785288	0.001	0.2	0.00309007	-0.0742018	1	0.00309007	1	1	1	12	1	5	dup
DDHD1	0.0447906	0.468527	0.001	0.2	0.0768894	0.356119	1	0.0768894	1	1	1	16	4	5	dup
MNAT1	8.32E-05	-0.0434056	0.001	0.2	0.0135732	-0.150761	1	0.0135732	1	1	1	29	3	5	dup
BLM	0.00955463	-0.201813	0.001	0.2	0.0125826	-0.145086	1	0.0125826	1	1	1	24	3	5	dup
EHD4	0.0241771	0.48256	0.001	0.2	0.114004	0.507678	1	0.114004	1	1	1	40	1	5	dup
IL16	0.00352928	0.171846	0.001	0.2	0.00103955	0.0417877	1	0.00103955	1	1	0.7909	14	3	5	dup
PIGBOS1	0.00046614	-0.0815847	0.001	0.2	0.00333501	-0.0772171	1	0.00333501	1	1	1	1	1	5	dup
TJP1	0.00316137	-0.123814	0.001	0.2	0.000461166	-0.0277145	1	0.000461166	1	1	1	36	3	5	dup
C16orf46	0.0095548	0.392295	0.001	0.2	0.170732	0.533605	1	0.170732	1	0.6293	0.5684	13	2	5	dup
PDPK1	0.00520022	-0.231233	0.001	0.2	0.0269484	-0.212354	1	0.0269484	1	1	1	4	1	5	dup
ZFHX3	0.0057131	0.157828	0.001	0.2	0.00496377	0.0915988	1	0.00496377	1	1	1	50	3	5	dup
ABI3	0.00185367	-0.112556	0.001	0.2	0.0186775	-0.176741	1	0.0186775	1	1	1	12	3	5	dup
ALDH3A2	0.00962877	-0.310619	0.001	0.2	0.0486583	-0.287105	1	0.0486583	1	1	1	19	1	5	dup
ARL5C	-0.000171963	0.0166967	0.001	0.2	0.00013906	0.0156247	1	0.00013906	1	1	1	3	1	5	dup
BRIP1	0.0244605	-0.296199	0.001	0.2	0.0796178	-0.471097	1	0.0796178	1	1	1	18	4	5	dup
CPD	0.0141268	0.33627	0.001	0.2	0.000209593	0.0201187	1	0.000209593	1	0.918	0.918	12	2	5	dup
"EVI2B,NF1"	0.00858499	-0.293959	0.001	0.2	0.0435164	-0.272026	1	0.0435164	1	1	1	2	1	5	dup
MYO15B	0.00644449	-0.256182	0.001	0.2	0.0327382	-0.249942	1	0.0327382	1	1	0.8293	9	1	5	dup
SMG8	0.000760929	-0.0979629	0.001	0.2	0.00482005	-0.0903392	1	0.00482005	1	1	1	3	1	5	dup
AKAIN1	0.00154404	-0.131879	0.001	0.2	0.00874522	-0.121706	1	0.00874522	1	1	1	16	1	5	dup
ACTN4	0.0355606	0.369501	0.001	0.2	0.0965256	0.400148	1	0.0965256	1	1	1	37	3	5	dup
CAPN12	0.00232848	-0.142555	0.001	0.2	0.031015	-0.227749	1	0.031015	1	1	1	8	3	5	dup
CYP2A6	-0.000190363	-0.00972848	0.001	0.2	4.73E-05	-0.00958627	1	4.73E-05	1	0.9721	1	18	1	5	dup
ELSPBP1	0.0253157	0.309963	0.001	0.2	0.0685578	0.342377	1	0.0685578	1	1	1	8	3	5	dup
GATAD2A	-0.000289602	-0.0131339	0.001	0.2	0.00270988	-0.0682678	1	0.00270988	1	1	1	77	3	5	dup
KLK3	0.00430348	-0.2461	0.001	0.2	0.112019	-4.34342	0.338099	0.0581718	1	0.7374	1	12	3	5	dup
ZIM2	0.00392955	0.205128	0.001	0.2	0.10242	0.440244	1	0.10242	1	1	1	3	2	5	dup
ZNF600	0.00604063	-0.248372	0.001	0.2	0.0311032	-0.227888	1	0.0311032	1	0.9064	0.9064	7	1	5	dup
ZNF816-ZNF321P	0.0110973	-0.332548	0.001	0.2	0.0557294	-0.307848	1	0.0557294	1	0.9452	1	1	1	5	dup
CATSPERE	0.00715225	-0.205959	0.001	0.2	0.0438742	-0.271129	1	0.0438742	1	0.8912	0.8912	7	3	5	dup
CNIH3	0.0499528	0.546248	0.001	0.2	0.0559026	0.306483	1	0.0559026	1	1	1	31	4	5	dup
COL16A1	0.000690626	-0.121842	0.001	0.2	0.0793888	0.360389	1	0.0793888	1	0.7524	0.7524	15	2	5	dup
MROH7	0.0210143	-0.451476	0.001	0.2	0.106983	-0.531226	1	0.106983	1	1	1	6	1	5	dup
TRIM45	-0.000198298	0.00390243	0.001	0.2	7.61E-06	0.00481929	1	7.61E-06	1	1	1	4	1	5	dup
TTF2	-0.000198298	0.00390243	0.001	0.2	7.61E-06	0.00481929	1	7.61E-06	1	1	1	8	1	5	dup
ESF1	-0.000199799	-0.000462725	0.001	0.2	1.07E-07	-0.000459272	1	1.07E-07	1	1	1	9	1	5	dup
NTSR1	0.00449603	-0.215778	0.001	0.2	0.023449	-0.198953	1	0.023449	1	1	0.9014	42	1	5	dup
SEC23B	0.00906779	-0.261686	0.001	0.2	0.000538832	-0.0299382	1	0.000538832	1	1	0.9172	5	2	5	dup
AKAP14	0.00049919	-0.0835818	0.001	0.2	0.00350296	-0.0784734	1	0.00350296	1	1	1	3	1	5	dup
AMER1	0.00864517	-0.294947	0.001	0.2	0.0438742	-0.271129	1	0.0438742	1	1	1	23	1	5	dup
CDKL5	0.00269495	-0.149436	0.001	0.2	0.0132518	0.149421	1	0.0132518	1	1	1	4	2	5	dup
PGRMC1	-0.00019907	0.00273916	0.001	0.2	3.75E-06	0.00253952	1	3.75E-06	1	1	1	4	1	5	dup
